job_id,date_posted,knowledge,confidence_score,confidence_tier,source
in-fef80d02cab372c3,,"Linux 22 .04,",0.368,Very Low,BERT (standalone)
in-fef80d02cab372c3,,C,0.557,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,/,0.549,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,C,0.546,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,+,0.502,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,"+,",0.518,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,GNU tools,0.515,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,"GDB),",0.559,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,Yocto,0.559,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,"Linux,",0.556,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,GitLab,0.545,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,"GitHub,",0.538,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,Networking:,0.468,Low,BERT (standalone)
in-fef80d02cab372c3,,/,0.555,Medium Low,BERT (standalone)
in-fef80d02cab372c3,,"IP,",0.554,Medium Low,BERT (standalone)
in-1a63a94df4e77b19,,SQL,0.744,Medium High,BERT+GPT
in-1a63a94df4e77b19,,BI tools,0.809,High,BERT+GPT
in-1a63a94df4e77b19,,data mining,0.557,Medium Low,BERT (standalone)
in-82585da8e33eabc5,,Embodied AI,0.762,Medium High,BERT+GPT
in-c56a7bc141ff46a7,,case management,0.75,Medium High,GPT
in-c56a7bc141ff46a7,,in-home care,0.75,Medium High,GPT
in-c56a7bc141ff46a7,,caregiver support,0.75,Medium High,GPT
in-c56a7bc141ff46a7,,community living connections,0.75,Medium High,GPT
in-6055370b483ace56,,Python,0.694,Medium,BERT+GPT
in-6055370b483ace56,,SQL,0.838,High,BERT+GPT
in-6055370b483ace56,,M or R,0.78,Medium High,BERT+GPT
in-6055370b483ace56,,data analytics,0.834,High,BERT+GPT
in-6055370b483ace56,,R,0.486,Low,BERT (standalone)
in-c2f9d84c98c31d92,,SharePoint Online,0.75,Medium High,GPT
in-c2f9d84c98c31d92,,On-Premise environments,0.75,Medium High,GPT
in-c2f9d84c98c31d92,,SharePoint,0.505,Medium Low,BERT (standalone)
in-c2f9d84c98c31d92,,Online,0.283,Very Low,BERT (standalone)
in-c2f9d84c98c31d92,,On,0.509,Medium Low,BERT (standalone)
in-c2f9d84c98c31d92,,"-Premise environments,",0.42,Low,BERT (standalone)
in-2ce72a5ebfa33b22,,AI,0.821,High,BERT+GPT
in-2ce72a5ebfa33b22,,AI-powered localisation,0.739,Medium High,BERT+GPT
in-8816e7d6f374fd5a,,oncology,0.75,Medium High,GPT
in-8816e7d6f374fd5a,,technology,0.75,Medium High,GPT
in-8816e7d6f374fd5a,,finance,0.75,Medium High,GPT
in-8ff3cb754ea89454,,open world,0.75,Medium High,GPT
in-8ff3cb754ea89454,,action RPG,0.75,Medium High,GPT
in-8ff3cb754ea89454,,Wizarding World,0.75,Medium High,GPT
in-19645b80a73af969,,microbiology,0.75,Medium High,GPT
in-19645b80a73af969,,validation activities,0.75,Medium High,GPT
in-19645b80a73af969,,documentation standards,0.75,Medium High,GPT
in-19645b80a73af969,,compliance,0.75,Medium High,GPT
in-4f28aef42ed3e602,,financial and data analysis,0.836,High,BERT+GPT
in-4f28aef42ed3e602,,MBA,0.842,High,BERT+GPT
in-4f28aef42ed3e602,,finance concentration,0.823,High,BERT+GPT
in-4f28aef42ed3e602,,Bachelor’s degree,0.549,Medium Low,BERT (standalone)
in-8393796e4e09484b,,Kubernetes,0.852,High,BERT+GPT
in-8393796e4e09484b,,Linux,0.852,High,BERT+GPT
in-8393796e4e09484b,,platform engineering,0.809,High,BERT+GPT
in-b0d3c1aaf3f350b4,,Water sector,0.75,Medium High,GPT
in-b0d3c1aaf3f350b4,,Wastewater sector,0.75,Medium High,GPT
in-b0d3c1aaf3f350b4,,Energy sector,0.75,Medium High,GPT
in-2bfe80c191b2c974,,AI,0.852,High,BERT+GPT
in-2bfe80c191b2c974,,ML technologies,0.817,High,BERT+GPT
in-2bfe80c191b2c974,,/,0.468,Low,BERT (standalone)
in-2843eb4717d3486e,,cybersecurity,0.653,Medium,BERT+GPT
in-2843eb4717d3486e,,enterprise risk appetite,0.84,High,BERT+GPT
in-f34750e573ab1f6b,,security tools,0.75,Medium High,GPT
in-f34750e573ab1f6b,,business functions,0.75,Medium High,GPT
in-f621d98c8c9d478d,,Data Protection Acts,0.75,Medium High,GPT
in-f621d98c8c9d478d,,General Data Protection Regulation (GDPR; 2018),0.75,Medium High,GPT
in-fbab4fdec3b3a6f7,,office software,0.83,High,BERT+GPT
in-fbab4fdec3b3a6f7,,word processing,0.843,High,BERT+GPT
in-fbab4fdec3b3a6f7,,spreadsheet,0.847,High,BERT+GPT
in-fbab4fdec3b3a6f7,,presentations,0.838,High,BERT+GPT
in-fbab4fdec3b3a6f7,,web-based systems,0.75,Medium High,GPT
in-fbab4fdec3b3a6f7,,database systems,0.83,High,BERT+GPT
in-fbab4fdec3b3a6f7,,web,0.557,Medium Low,BERT (standalone)
in-fbab4fdec3b3a6f7,,-based,0.557,Medium Low,BERT (standalone)
in-e057b9be073de15d,,MongoDB,0.852,High,BERT+GPT
in-e057b9be073de15d,,NoSQL,0.852,High,BERT+GPT
in-e057b9be073de15d,,Python,0.75,Medium High,GPT
in-e057b9be073de15d,,Node.js,0.849,High,BERT+GPT
in-e057b9be073de15d,,Java,0.847,High,BERT+GPT
in-e057b9be073de15d,,Linux,0.75,Medium High,GPT
in-e057b9be073de15d,,AWS,0.852,High,BERT+GPT
in-e057b9be073de15d,,cloud computing,0.75,Medium High,GPT
in-e057b9be073de15d,,"content development, instruction,",0.53,Medium Low,BERT (standalone)
in-e057b9be073de15d,,subject matter,0.508,Medium Low,BERT (standalone)
in-e057b9be073de15d,,"databases,",0.559,Medium Low,BERT (standalone)
in-e057b9be073de15d,,contemporary,0.529,Medium Low,BERT (standalone)
in-e057b9be073de15d,,Linux Some cloud,0.504,Medium Low,BERT (standalone)
in-e057b9be073de15d,,education,0.512,Medium Low,BERT (standalone)
in-e057b9be073de15d,,###,0.269,Very Low,BERT (standalone)
in-39b4e13e8f102d96,,estimations de ressources,0.75,Medium High,GPT
in-39b4e13e8f102d96,,demandes de financement,0.75,Medium High,GPT
in-5c2bc5badf88e61a,,operations strategy,0.75,Medium High,GPT
in-5c2bc5badf88e61a,,operations excellence,0.75,Medium High,GPT
in-5c2bc5badf88e61a,,project portfolio excellence,0.75,Medium High,GPT
in-5c2bc5badf88e61a,,asset management excellence,0.75,Medium High,GPT
in-527f2e805581f962,,AI,0.75,Medium High,GPT
in-1de4c280c49af651,,IT support,0.715,Medium High,BERT+GPT
in-84ea3ef204012534,,programming,0.75,Medium High,GPT
in-318f66ca610a8a60,,cloud platform,0.75,Medium High,GPT
in-6a82d5fa98b596c4,,electrification,0.75,Medium High,GPT
in-6a82d5fa98b596c4,,telemetry,0.75,Medium High,GPT
in-6a82d5fa98b596c4,,control,0.75,Medium High,GPT
in-6a82d5fa98b596c4,,analytics,0.75,Medium High,GPT
in-5d30db0ad46fe1ed,,Tagetik,0.744,Medium High,BERT+GPT
in-5d30db0ad46fe1ed,,Analytical Information Hub (AIH),0.84,High,BERT+GPT
in-5d30db0ad46fe1ed,,JBOSS,0.85,High,BERT+GPT
in-5d30db0ad46fe1ed,,Control-M,0.75,Medium High,GPT
in-5d30db0ad46fe1ed,,ETL/ELT,0.75,Medium High,GPT
in-5d30db0ad46fe1ed,,SQL Server Integration Services (SSIS),0.75,Medium High,GPT
in-5d30db0ad46fe1ed,,Data Warehousing,0.75,Medium High,GPT
in-5d30db0ad46fe1ed,,PL/SQL,0.75,Medium High,GPT
in-5d30db0ad46fe1ed,,MS SQL,0.75,Medium High,GPT
in-5d30db0ad46fe1ed,,Visual Studio,0.75,Medium High,GPT
in-5d30db0ad46fe1ed,,DevOps,0.75,Medium High,GPT
in-5d30db0ad46fe1ed,,Bachelor’s or,0.525,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,master’s degree,0.491,Low,BERT (standalone)
in-5d30db0ad46fe1ed,,"Finance,",0.541,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,"Accounting,",0.506,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,"Computer Science,",0.542,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,"Engineering,",0.504,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,Tagetik implementations.,0.514,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,Tagetik development and configuration.,0.511,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,Control,0.558,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,-M,0.495,Low,BERT (standalone)
in-5d30db0ad46fe1ed,,Tagetik Dimension,0.554,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,data processing,0.478,Low,BERT (standalone)
in-5d30db0ad46fe1ed,,ETL,0.556,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,-Transform,0.537,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,-Load),0.526,Medium Low,BERT (standalone)
in-5d30db0ad46fe1ed,,/,0.46,Low,BERT (standalone)
in-5d30db0ad46fe1ed,,"ELT,",0.559,Medium Low,BERT (standalone)
in-ad2133422ea442f6,,omnichannel analytics,0.75,Medium High,GPT
in-87da0fa9cc457bdb,,big data,0.75,Medium High,GPT
in-87da0fa9cc457bdb,,machine learning,0.775,Medium High,BERT+GPT
in-87da0fa9cc457bdb,,big,0.535,Medium Low,BERT (standalone)
in-87da0fa9cc457bdb,,data,0.417,Low,BERT (standalone)
in-78f35efe37a1d54d,,payroll,0.68,Medium,BERT+GPT
in-78f35efe37a1d54d,,HR,0.662,Medium,BERT+GPT
in-78f35efe37a1d54d,,cross-system,0.75,Medium High,GPT
in-78f35efe37a1d54d,,cross,0.38,Very Low,BERT (standalone)
in-78f35efe37a1d54d,,-system,0.464,Low,BERT (standalone)
in-3bc924a81fb0f63e,,SAP modules,0.75,Medium High,GPT
in-5f27e2c930c157e7,,games,0.75,Medium High,GPT
in-281571ffd891423f,,evidence-based literature,0.75,Medium High,GPT
in-281571ffd891423f,,mental health services,0.75,Medium High,GPT
in-e9e167d7b1aeaee8,,Civil 3D,0.76,Medium High,BERT+GPT
in-e9e167d7b1aeaee8,,rail and road tunnels,0.742,Medium High,BERT+GPT
in-e9e167d7b1aeaee8,,metro stations,0.779,Medium High,BERT+GPT
in-e9e167d7b1aeaee8,,electrical infrastructure,0.75,Medium High,GPT
in-e9e167d7b1aeaee8,,tunnel systems,0.75,Medium High,GPT
in-bf2606456667ee0a,,HTML,0.842,High,BERT+GPT
in-bf2606456667ee0a,,CSS,0.846,High,BERT+GPT
in-bf2606456667ee0a,,JavaScript,0.847,High,BERT+GPT
in-bf2606456667ee0a,,React,0.852,High,BERT+GPT
in-bf2606456667ee0a,,modern JavaScript framework,0.707,Medium High,BERT+GPT
in-bf2606456667ee0a,,WCAG 2.2 AA,0.75,Medium High,GPT
in-bf2606456667ee0a,,Agile delivery environment,0.841,High,BERT+GPT
in-bf2606456667ee0a,,web,0.425,Low,BERT (standalone)
in-bf2606456667ee0a,,modern,0.546,Medium Low,BERT (standalone)
in-bf2606456667ee0a,,WCAG,0.559,Medium Low,BERT (standalone)
in-bf2606456667ee0a,,2,0.356,Very Low,BERT (standalone)
in-bf2606456667ee0a,,.2 AA?,0.465,Low,BERT (standalone)
in-539488d1db26b79a,,IPMs,0.84,High,BERT+GPT
in-539488d1db26b79a,,production processes,0.85,High,BERT+GPT
in-39848e6803383ecc,,artificial intelligence,0.75,Medium High,GPT
in-39848e6803383ecc,,artificial,0.313,Very Low,BERT (standalone)
in-2a60fa4fa9c22969,,cytogenetic techniques,0.75,Medium High,GPT
in-2a60fa4fa9c22969,,molecular genetics techniques,0.75,Medium High,GPT
in-2a60fa4fa9c22969,,clinical diagnoses,0.75,Medium High,GPT
in-2a60fa4fa9c22969,,genetic component,0.75,Medium High,GPT
in-e9f697ad41ee99b9,,Target state architecture,0.694,Medium,BERT+GPT
in-e9f697ad41ee99b9,,Target Architecture Model (TAM),0.75,Medium High,GPT
in-084b730c93e5ba43,,best practices,0.75,Medium High,GPT
in-084b730c93e5ba43,,workflows,0.75,Medium High,GPT
in-084b730c93e5ba43,,quality measures,0.75,Medium High,GPT
in-21771c999eed976a,,Xero ecosystem,0.75,Medium High,GPT
in-4c2ffda5f6d69e71,,Project Management Professional (PMP),0.75,Medium High,GPT
in-4c2ffda5f6d69e71,,Project Management,0.435,Low,BERT (standalone)
in-596a9234381f4699,,immunology,0.75,Medium High,GPT
in-596a9234381f4699,,clinical datasets,0.75,Medium High,GPT
in-596a9234381f4699,,clinical development,0.75,Medium High,GPT
in-596a9234381f4699,,post-licensure activities,0.75,Medium High,GPT
in-ddc8d55e66c8ce42,,CMMS,0.85,High,BERT+GPT
in-ddc8d55e66c8ce42,,SAP,0.841,High,BERT+GPT
in-ddc8d55e66c8ce42,,MS Project,0.75,Medium High,GPT
in-ddc8d55e66c8ce42,,Excel,0.75,Medium High,GPT
in-ddc8d55e66c8ce42,,technical maintenance techniques,0.83,High,BERT+GPT
in-ddc8d55e66c8ce42,,shutdown and maintenance planning,0.75,Medium High,GPT
in-ddc8d55e66c8ce42,,Degree in,0.408,Low,BERT (standalone)
in-ddc8d55e66c8ce42,,Mechanical Engineering,0.451,Low,BERT (standalone)
in-ddc8d55e66c8ce42,,"forecasting,",0.436,Low,BERT (standalone)
in-ddc8d55e66c8ce42,,analysis &,0.448,Low,BERT (standalone)
in-ddc8d55e66c8ce42,,reporting.,0.419,Low,BERT (standalone)
in-ddc8d55e66c8ce42,,shutdown and,0.544,Medium Low,BERT (standalone)
in-ddc8d55e66c8ce42,,maintenance planning,0.547,Medium Low,BERT (standalone)
in-ddc8d55e66c8ce42,,MS project applications,0.484,Low,BERT (standalone)
in-ddc8d55e66c8ce42,,Excel.,0.55,Medium Low,BERT (standalone)
in-c83b587996a73e39,,Digital Solutions,0.75,Medium High,GPT
in-c83b587996a73e39,,Digital,0.275,Very Low,BERT (standalone)
in-748801e8b898abcc,,development,0.752,Medium High,BERT+GPT
in-748801e8b898abcc,,coding,0.843,High,BERT+GPT
in-748801e8b898abcc,,infrastructure management,0.847,High,BERT+GPT
in-748801e8b898abcc,,system admin,0.75,Medium High,GPT
in-748801e8b898abcc,,system engineering,0.75,Medium High,GPT
in-748801e8b898abcc,,DevOps Toolchains,0.847,High,BERT+GPT
in-748801e8b898abcc,,"system admin / engineering,",0.553,Medium Low,BERT (standalone)
in-2c6e663f01600447,,Power BI,0.811,High,BERT+GPT
in-2c6e663f01600447,,DAX,0.848,High,BERT+GPT
in-2c6e663f01600447,,SQL,0.846,High,BERT+GPT
in-2c6e663f01600447,,data modeling techniques,0.843,High,BERT+GPT
in-2c6e663f01600447,,ETL processes,0.75,Medium High,GPT
in-2c6e663f01600447,,Power BI tools.,0.47,Low,BERT (standalone)
in-2c1c6fa68d1fb796,,React.js,0.75,Medium High,GPT
in-2c1c6fa68d1fb796,,Node.js,0.665,Medium,BERT+GPT
in-2c1c6fa68d1fb796,,JavaScript,0.838,High,BERT+GPT
in-2c1c6fa68d1fb796,,Full-Stack Development,0.75,Medium High,GPT
in-d1e6da29868ba854,,application services,0.75,Medium High,GPT
in-d1e6da29868ba854,,data services,0.747,Medium High,BERT+GPT
in-d1e6da29868ba854,,workflow automation,0.847,High,BERT+GPT
in-d1e6da29868ba854,,AI integrations,0.849,High,BERT+GPT
in-d1e6da29868ba854,,application and,0.495,Low,BERT (standalone)
in-6c2932ac90eefa30,,digital transformation,0.75,Medium High,GPT
in-6c2932ac90eefa30,,guest experiences,0.75,Medium High,GPT
in-6c2932ac90eefa30,,wildlife parks,0.75,Medium High,GPT
in-6c2932ac90eefa30,,nature-based experiences,0.75,Medium High,GPT
in-6c2932ac90eefa30,,green public spaces,0.75,Medium High,GPT
in-6c2932ac90eefa30,,eco-friendly resort,0.75,Medium High,GPT
in-e6cadbe5ff69357e,,iOS,0.75,Medium High,GPT
in-e6cadbe5ff69357e,,Android,0.75,Medium High,GPT
in-0832c9c5678ba569,,cloud infrastructure,0.847,High,BERT+GPT
in-0832c9c5678ba569,,networking,0.727,Medium High,BERT+GPT
in-0832c9c5678ba569,,Azure,0.704,Medium High,BERT+GPT
in-0832c9c5678ba569,,security,0.75,Medium High,GPT
in-20174bd113e11aeb,,FinTech,0.75,Medium High,GPT
in-20174bd113e11aeb,,Financial Technology,0.75,Medium High,GPT
in-20174bd113e11aeb,,automotive industry,0.75,Medium High,GPT
in-f9be80a11f7c0e80,,workflow management system,0.75,Medium High,GPT
in-b9476b145781ecaf,,commercial real estate,0.75,Medium High,GPT
in-b9476b145781ecaf,,residential real estate,0.75,Medium High,GPT
in-b9476b145781ecaf,,analytics,0.75,Medium High,GPT
in-b9476b145781ecaf,,online marketplaces,0.75,Medium High,GPT
in-b3f072d605150291,,Android Automotive application development,0.803,High,BERT+GPT
in-b3f072d605150291,,innovative automotive technologies,0.779,Medium High,BERT+GPT
in-7a288696f9f43c30,,Australian citizenship,0.731,Medium High,BERT+GPT
in-c08dbaceae9949fa,,Power BI,0.787,Medium High,BERT+GPT
in-2a81227c9c3c8d7f,,SQL,0.852,High,BERT+GPT
in-2a81227c9c3c8d7f,,web applications,0.848,High,BERT+GPT
in-2a81227c9c3c8d7f,,browser,0.75,Medium High,GPT
in-2a81227c9c3c8d7f,,server,0.834,High,BERT+GPT
in-2a81227c9c3c8d7f,,database,0.75,Medium High,GPT
in-2a81227c9c3c8d7f,,Bachelor’s degree,0.547,Medium Low,BERT (standalone)
in-2a81227c9c3c8d7f,,"Computer Science,",0.499,Low,BERT (standalone)
in-2a81227c9c3c8d7f,,"Information Systems,",0.555,Medium Low,BERT (standalone)
in-2a81227c9c3c8d7f,,database).,0.515,Medium Low,BERT (standalone)
in-2a81227c9c3c8d7f,,SELECT,0.489,Low,BERT (standalone)
in-2a81227c9c3c8d7f,,"joins,",0.403,Low,BERT (standalone)
in-2a81227c9c3c8d7f,,filters).,0.42,Low,BERT (standalone)
in-829eaabc86e8101d,,Cloud,0.716,Medium High,BERT+GPT
in-829eaabc86e8101d,,API,0.75,Medium High,GPT
in-7767aaa55262dc17,,consulting engineering,0.825,High,BERT+GPT
in-7767aaa55262dc17,,water resources sector,0.827,High,BERT+GPT
in-7767aaa55262dc17,,hydrologic modelling,0.75,Medium High,GPT
in-7767aaa55262dc17,,hydraulic modelling,0.83,High,BERT+GPT
in-7767aaa55262dc17,,"tertiary degree,",0.55,Medium Low,BERT (standalone)
in-7767aaa55262dc17,,CPEng,0.555,Medium Low,BERT (standalone)
in-7767aaa55262dc17,,hydrologic and,0.517,Medium Low,BERT (standalone)
in-54bb86dbe83d6a4a,,fintech,0.75,Medium High,GPT
in-6dc2d89f8c34b112,,dermatology,0.848,High,BERT+GPT
in-6dc2d89f8c34b112,,tissue viability,0.848,High,BERT+GPT
in-6dc2d89f8c34b112,,wound care,0.849,High,BERT+GPT
in-6dc2d89f8c34b112,,doppler assessments,0.848,High,BERT+GPT
in-066de3619c7a72d9,,entertainment,0.75,Medium High,GPT
in-066de3619c7a72d9,,consumer experience,0.75,Medium High,GPT
in-066de3619c7a72d9,,technology,0.75,Medium High,GPT
in-066de3619c7a72d9,,intellectual property,0.75,Medium High,GPT
in-066de3619c7a72d9,,physical experiences,0.75,Medium High,GPT
in-066de3619c7a72d9,,digital experiences,0.75,Medium High,GPT
in-a404803d836d906d,,firewalls,0.843,High,BERT+GPT
in-a404803d836d906d,,EDR,0.845,High,BERT+GPT
in-a404803d836d906d,,patch management,0.842,High,BERT+GPT
in-a404803d836d906d,,vulnerability assessments,0.838,High,BERT+GPT
in-fbb16f4053109c72,,Revit,0.75,Medium High,GPT
in-fbb16f4053109c72,,Navisworks,0.75,Medium High,GPT
in-fbb16f4053109c72,,ACC,0.848,High,BERT+GPT
in-fbb16f4053109c72,,Sysque,0.823,High,BERT+GPT
in-fbb16f4053109c72,,Evolve,0.807,High,BERT+GPT
in-fbb16f4053109c72,,Revitzo,0.84,High,BERT+GPT
in-fbb16f4053109c72,,Procore,0.846,High,BERT+GPT
in-fbb16f4053109c72,,Add-ins,0.75,Medium High,GPT
in-fbb16f4053109c72,,Plug-ins,0.836,High,BERT+GPT
in-fbb16f4053109c72,,Bluebeam software,0.75,Medium High,GPT
in-fbb16f4053109c72,,workshared models,0.85,High,BERT+GPT
in-fbb16f4053109c72,,cloud,0.766,Medium High,BERT+GPT
in-fbb16f4053109c72,,Desktop connector,0.844,High,BERT+GPT
in-fbb16f4053109c72,,RFI documentation,0.839,High,BERT+GPT
in-fbb16f4053109c72,,computers,0.797,Medium High,BERT+GPT
in-fbb16f4053109c72,,Add,0.556,Medium Low,BERT (standalone)
in-fbb16f4053109c72,,-ins,0.553,Medium Low,BERT (standalone)
in-fbb16f4053109c72,,/,0.486,Low,BERT (standalone)
in-fbb16f4053109c72,,"-ins,",0.535,Medium Low,BERT (standalone)
in-fbb16f4053109c72,,Blue,0.558,Medium Low,BERT (standalone)
in-fbb16f4053109c72,,beam,0.464,Low,BERT (standalone)
in-fbb16f4053109c72,,"shop drawings,",0.544,Medium Low,BERT (standalone)
in-fbb16f4053109c72,,"QC / QA checks,",0.446,Low,BERT (standalone)
in-b4e7ced8ffb00d78,,biological performance,0.849,High,BERT+GPT
in-b4e7ced8ffb00d78,,crop protection,0.77,Medium High,BERT+GPT
in-34a89689cf72abb8,,advanced analytics,0.75,Medium High,GPT
in-34a89689cf72abb8,,financial markets,0.75,Medium High,GPT
in-ff2df75ae73b3951,,Ship,0.754,Medium High,BERT+GPT
in-ff2df75ae73b3951,,GitLab,0.847,High,BERT+GPT
in-ff2df75ae73b3951,,Nexus Repo,0.752,Medium High,BERT+GPT
in-ff2df75ae73b3951,,CI/CD pipelines,0.831,High,BERT+GPT
in-ff2df75ae73b3951,,application code,0.85,High,BERT+GPT
in-ff2df75ae73b3951,,infrastructure deployment,0.844,High,BERT+GPT
in-ff2df75ae73b3951,,infrastructure change management,0.848,High,BERT+GPT
in-ff2df75ae73b3951,,security groups,0.849,High,BERT+GPT
in-ff2df75ae73b3951,,network ACLs,0.839,High,BERT+GPT
in-ff2df75ae73b3951,,CI,0.56,Medium Low,BERT (standalone)
in-ff2df75ae73b3951,,/,0.555,Medium Low,BERT (standalone)
in-55d20d1f88cc0d12,,Solana Foundation,0.75,Medium High,GPT
in-55d20d1f88cc0d12,,permissionless networks,0.75,Medium High,GPT
in-55d20d1f88cc0d12,,data ownership,0.75,Medium High,GPT
in-55d20d1f88cc0d12,,information transfer,0.75,Medium High,GPT
in-55d20d1f88cc0d12,,value transfer,0.75,Medium High,GPT
in-1bb577efa30c9a9d,,networked media distribution,0.845,High,BERT+GPT
in-1bb577efa30c9a9d,,media networking technologies,0.847,High,BERT+GPT
in-1bb577efa30c9a9d,,layered system software,0.849,High,BERT+GPT
in-1bb577efa30c9a9d,,media distribution,0.845,High,BERT+GPT
in-1bb577efa30c9a9d,,sonic experiences,0.842,High,BERT+GPT
in-a1c615fc84d5d867,,CRM,0.74,Medium High,BERT+GPT
in-a1c615fc84d5d867,,Value Selling,0.795,Medium High,BERT+GPT
in-a1c615fc84d5d867,,AI-driven insights,0.75,Medium High,GPT
in-a1c615fc84d5d867,,sales tools,0.75,Medium High,GPT
in-0df471d09a91025f,,SAP,0.75,Medium High,GPT
in-0df471d09a91025f,,business software,0.75,Medium High,GPT
in-db7d2b6af71e7e8e,,analogue,0.844,High,BERT+GPT
in-db7d2b6af71e7e8e,,AI,0.838,High,BERT+GPT
in-2a859b82b44ad2b5,,Parfums Christian Dior,0.75,Medium High,GPT
in-2a859b82b44ad2b5,,LVMH,0.75,Medium High,GPT
in-2a859b82b44ad2b5,,fashion,0.75,Medium High,GPT
in-2a859b82b44ad2b5,,perfume,0.75,Medium High,GPT
in-0f6e1973320e0797,,case studies,0.791,Medium High,BERT+GPT
in-0f6e1973320e0797,,monthly newsletters,0.846,High,BERT+GPT
in-0f6e1973320e0797,,website content,0.844,High,BERT+GPT
in-0f6e1973320e0797,,blogs,0.837,High,BERT+GPT
in-0f6e1973320e0797,,SMB,0.714,Medium High,BERT+GPT
in-0f6e1973320e0797,,full funnel marketing initiatives,0.725,Medium High,BERT+GPT
in-0f6e1973320e0797,,client acquisition,0.756,Medium High,BERT+GPT
in-0f6e1973320e0797,,tentpole campaigns,0.75,Medium High,GPT
in-0f6e1973320e0797,,seasonality campaigns,0.75,Medium High,GPT
in-0f6e1973320e0797,,new,0.521,Medium Low,BERT (standalone)
in-0f6e1973320e0797,,-on,0.454,Low,BERT (standalone)
in-0f6e1973320e0797,,tentpole,0.549,Medium Low,BERT (standalone)
in-0f6e1973320e0797,,/,0.432,Low,BERT (standalone)
in-0f6e1973320e0797,,seasonality,0.532,Medium Low,BERT (standalone)
in-fb4287f97ca522e6,,ISO 27001:2022,0.75,Medium High,GPT
in-fb4287f97ca522e6,,data privacy,0.75,Medium High,GPT
in-fb4287f97ca522e6,,data security,0.75,Medium High,GPT
in-b230f99b8e113412,,DevOps,0.787,Medium High,BERT+GPT
in-b230f99b8e113412,,Perforce,0.849,High,BERT+GPT
in-b230f99b8e113412,,Confluence,0.849,High,BERT+GPT
in-b230f99b8e113412,,Jenkins,0.849,High,BERT+GPT
in-b230f99b8e113412,,CI/CD pipelines,0.75,Medium High,GPT
in-b230f99b8e113412,,Artifactory,0.851,High,BERT+GPT
in-b230f99b8e113412,,Test Data,0.84,High,BERT+GPT
in-b230f99b8e113412,,CI,0.559,Medium Low,BERT (standalone)
in-b230f99b8e113412,,/,0.558,Medium Low,BERT (standalone)
in-b230f99b8e113412,,"CD pipelines,",0.547,Medium Low,BERT (standalone)
in-b230f99b8e113412,,CI,0.548,Medium Low,BERT (standalone)
in-b230f99b8e113412,,/,0.53,Medium Low,BERT (standalone)
in-b230f99b8e113412,,CD,0.547,Medium Low,BERT (standalone)
in-b230f99b8e113412,,Test,0.528,Medium Low,BERT (standalone)
in-a15fb70a238b6841,,water resources,0.75,Medium High,GPT
in-a15fb70a238b6841,,environmental science,0.798,Medium High,BERT+GPT
in-a15fb70a238b6841,,water,0.494,Low,BERT (standalone)
in-a2a9c0aaa4c76553,,Git,0.757,Medium High,BERT+GPT
in-a2a9c0aaa4c76553,,Jenkins,0.85,High,BERT+GPT
in-a2a9c0aaa4c76553,,software development methodologies,0.845,High,BERT+GPT
in-1ffd34df891b1c39,,Google Cloud Platform,0.803,High,BERT+GPT
in-1ffd34df891b1c39,,big data technologies,0.75,Medium High,GPT
in-1ffd34df891b1c39,,web analytics,0.661,Medium,BERT+GPT
in-1ffd34df891b1c39,,big,0.558,Medium Low,BERT (standalone)
in-1ffd34df891b1c39,,data technologies,0.468,Low,BERT (standalone)
in-a7411d21f569a902,,student enrollments,0.819,High,BERT+GPT
in-a7411d21f569a902,,demographics,0.809,High,BERT+GPT
in-a7411d21f569a902,,financial aid,0.776,Medium High,BERT+GPT
in-a7411d21f569a902,,account activity,0.814,High,BERT+GPT
in-a7411d21f569a902,,graduation,0.795,Medium High,BERT+GPT
in-a7411d21f569a902,,post-graduate outcomes,0.814,High,BERT+GPT
in-a7411d21f569a902,,post,0.546,Medium Low,BERT (standalone)
in-26c366aa7db8f4a6,,leading edge technologies,0.75,Medium High,GPT
in-7bccf4e31f724ef0,,decarbonisation,0.75,Medium High,GPT
in-7bccf4e31f724ef0,,renewable energy,0.75,Medium High,GPT
in-7bccf4e31f724ef0,,industrial practices,0.75,Medium High,GPT
