job_id,skill,type,bloom,confidence_score,confidence_tier,verification_level,is_verified,semantic_density,context_agreement,source,source_file,review_id,human_valid,human_type,human_bloom,human_notes,reviewer_id,job_text
in-953735201679af27,meet all levels of customers,Soft,,0.808,High,Verified_HIGH,True,0.75,1.25,BERT+LLM,verified_skills.csv,skill_b8e77cce9c23,,,,,,"WHAT'S THE ROLE?
Are you a dynamic and adaptable Sales Account Manager who can naturally build strong relationships and influence positive outcomes?
As a field -based Sales Account Manager at Hilti you will be provided with ongoing development and support to maximise your potential and build a successful sales career - backed by a nurturing culture that enables you to thrive.
In this field -based role, you’ll be pivotal in the management and development of our Marine accounts and with extensive "
in-6b099476a7eb7acc,conduct unit testing,Hard,Evaluate,1.0,Very High,Verified_HIGH,True,0.79,1.24,BERT+LLM,verified_skills.csv,skill_d57c937ee36c,,,,,,"Candidates resume must include first and last name. DescriptionScope Design, coding and unit testing of the electronic scheduling solution Translating business requirements and functional specifications into working, tested applications which includes: Developing detailed programming specifications User interface designs Prototypes Writing and/or generating code Compiling data driven programs Conducting unit tests and debugging code. Assignment Deliverables These deliverables will require: Provi"
in-a99caf2b3047efcc,develop applications,Hard,Create,1.0,Very High,Verified_HIGH,True,0.87,1.19,BERT+LLM,verified_skills.csv,skill_aa24f1a4ff8b,,,,,,"As a C # Developer in the Core Trading Technology Team, you will be involved in the analysis, design and development of applications in a Front Office trading environment.
This software includes a combination of server -side systems and user -interfaces.
You will work closely with the traders, research, and technology teams to analyse requirements, implement, and maintain software covering almost all aspects of the trading environment.
As an experienced developer you will help to cultivate a hig"
in-8d24497040ab426e,estimate statistical power,Hard,Apply,0.741,Medium High,Verified_HIGH,True,0.81,0.99,BERT+LLM,verified_skills.csv,skill_c43c23079a9b,,,,,,"### Job Summary The Biostatistics Core at Geisinger collaborates closely with researchers across the health system, providing comprehensive support throughout all stages of the research process—from proposal development to data analysis and interpretation.
Core members offer expertise in: • Refining research questions and hypotheses • Designing studies and selecting variables • Estimating sample size and statistical power • Developing analysis plans • Designing data collection methods and random"
in-b9f5a66ba730b8d3,stay up-to-date with industry trends,Soft,,0.807,High,Verified_HIGH,True,0.77,1.28,BERT+LLM,verified_skills.csv,skill_42d7b828366a,,,,,,"Résumé des fonctions. --------------------------- The Senior Analyst, Business Operations eCommerce, supports the execution of strategies to enhance eCommerce operations.
Responsibilities include data analysis, strategy implementation, process optimization, and cross -functional collaboration to improve efficiency, customer satisfaction, and business growth.
Ce que vous ferez.
The Senior Analyst, Business Operations eCommerce, supports the development and execution of strategic initiatives to en"
in-8393796e4e09484b,develop scripts,Hard,Create,1.0,Very High,Verified_HIGH,True,0.81,1.28,BERT+LLM,verified_skills.csv,skill_985645691b70,,,,,,"At CGI, you’ll help shape the future of cyber defence by engineering the modern platforms.
This role gives you the opportunity to build cloud -native, containerised solutions that strengthen national security while driving meaningful technical innovation.
You’ll work at the heart of a collaborative engineering community, enhancing reliability, scalability, and automation across complex environments.
Here, you can take real ownership of high -impact solutions, bring creative thinking to modern de"
in-f5ea54b24ae0c5f5,"liaise with contractors, incumbents and developers",Soft,,0.774,Medium High,Verified_HIGH,True,0.83,1.19,BERT+LLM,verified_skills.csv,skill_4e9c95f58f2f,,,,,,"We are looking for Water Data & Systems Lead who would like to help us reach our mission to “earn customer loyalty and drive business growth by providing consistently excellent service”.
This is a 12 month fixed term contract Purpose of this role A champion of all elements of the water business data.
Providing governance, consistency and hands -on delivery of initiatives and improvements across all three units within the water business.
Enjoys a close relationship with BUUK Business Intelligence"
in-568e1e76dbb393b6,respond to cyber threats,Hard,Apply,0.717,Medium High,Verified_HIGH,True,0.77,0.94,BERT+LLM,verified_skills.csv,skill_3a3d5ede286f,,,,,,"At PwC, our people in cybersecurity focus on protecting organisations from cyber threats through advanced technologies and strategies.
They work to identify vulnerabilities, develop secure systems, and provide proactive solutions to safeguard sensitive data.
In cybersecurity incident management at PwC, you will focus on effectively responding to, and mitigating, cyber threats, maintaining the security of client systems and data.
You will be responsible for identifying, analysing, and resolving s"
in-ce0dda2fb2e98acf,explore and develop innovative GenAI applications,Hard,Create,1.0,Very High,Verified_HIGH,True,0.84,1.24,BERT+LLM,verified_skills.csv,skill_fae32dfceaed,,,,,,"About our group: -------------------- We are the Global Factory Information Technologies (GFIT) team at Seagate.
Our mission is to drive digital transformation across Seagate’s global manufacturing operations.
We develop and implement data -driven solutions that enable real -time decision -making, predictive analytics, and intelligent automation.
In 2026, we are expanding our focus to include Generative AI (GenAI) as a core enabler of smart factory innovation.
This includes using GenAI to enhanc"
in-977cc68b23fca00d,guide cross-disciplinary teams,Soft,,1.0,Very High,Verified_HIGH,True,0.85,1.32,BERT+LLM,verified_skills.csv,skill_ee6494c5855e,,,,,,"Location Los Angeles Office Employment Type Full time Location Type On -site Department Game Design & Production Overview Application TapBlaze is looking for a Senior Producer (Live Ops) to lead day -to -day live operations for Good Pizza, Great Pizza and other TapBlaze titles.
You will manage daily live operations and coordinate the work of teams in our Los Angeles and Beijing offices, ensuring every update, event, and build is delivered on time, fully tested, and at the quality level our playe"
in-01c9b701999207e9,collaborate with product and compliance teams,Soft,,0.879,High,Verified_HIGH,True,0.81,0.94,BERT+LLM,verified_skills.csv,skill_fc7a300b6683,,,,,,"As a Software Engineer Sr. within PNC’s Technology organization, you will be based in Pittsburgh, PA; Cleveland, OH; Dallas, TX ; Jacksonville, FL; Miamisburg, OH. or Phoenix, AZ.
This position is primarily based in a location within PNC’s footprint. This position will require weekly onsite time in one of the locations listed. Key Responsibilities Collaborate with Product and Compliance teams to define requirements for core banking features Ensure all requirements explicitly address regulatory c"
in-8d4c51ea105d34c8,align teams,Soft,,1.0,Very High,Verified_HIGH,True,0.75,1.25,BERT+LLM,verified_skills.csv,skill_3323247eeff4,,,,,,"High impact role Creative freedom Heaps of fun Company Threadheads is a Melbourne -born DTC apparel brand known for humour, pop -culture references and original illustrated designs.
The brand has a deliberately irreverent voice across its website, email, and social channels.
Instagram and short -form video are core to how the brand communicates personality, builds community, and drives demand.
Founded in 2018 by Marcus, Sabrina, and Ace, Threadheads began as a small print -on -demand T -shirt ve"
in-7debe5b2bd76c668,coordinate with designers,Soft,,0.84,High,Verified_HIGH,True,0.83,1.22,BERT+LLM,verified_skills.csv,skill_7a14a5364835,,,,,,"We are looking for a proactive and detail -oriented HQ New Launch Admin & Marketing Executive to join our HQ team.
This role supports the smooth execution of property new launches and project operations, working closely with the HQ project team and leadership.
The ideal candidate is organized, resourceful, and able to manage both administrative and marketing -related tasks to ensure efficient project delivery and strong brand presence. What will I be doing? ------------------------- 1 .
Project "
in-3479229689d826d3,demonstrate flexibility,Soft,,0.737,Medium High,Verified_HIGH,True,0.9,1.19,BERT+LLM,verified_skills.csv,skill_36f016ea5e2c,,,,,,"This position is located at the DMV Headquarters in Sacramento.
This team member will provide administrative and data visualization support to the Research & Development Branch.
Under the supervision of the Branch Chief, their assigned duties will include: Curating the branch’s electronic and physical files.
Assist in the preparation of quarterly budget reports for grants and inter -agency agreements.
Assist in the production of research reports and other publications, including formatting and p"
in-1394fad73065fb67,manage time,Soft,,0.746,Medium High,Verified_HIGH,True,0.76,1.2,BERT+LLM,verified_skills.csv,skill_602019a29379,,,,,,"### General Information Locations: Victoria, British Columbia, Canada Role ID 211204 Worker Type Regular Employee Studio/Department EA Studios - SPORTS Work Model Hybrid ### Description & Requirements Electronic Arts creates next -level entertainment experiences that inspire players and fans around the world.
You love programming and are always looking to learn more and hone your craft. A sense of humility and ability to thrive in a team environment.
You look for help when you're stuck and you w"
in-e0fb510e4e184a9d,ensure cost effectiveness,Soft,,0.802,High,Verified_HIGH,True,0.84,1.25,BERT+LLM,verified_skills.csv,skill_b37fdf6adf96,,,,,,"Description: Position Details: Job Title: IT Governance SME Job Type: Full -time Location: Hybrid, DC - Hybrid work arrangement with required onsite presence during core federal hours (Monday -Friday, 9:00 AM - 3:00 PM ET) and additional onsite coverage as mission dictates Dynanet Corporation Overview: Dynanet started with a focus on IT infrastructure and operations, helping organizations enhance their networks and overcome the limitations of 1990s technology.
From strengthening communication ch"
in-8af315ed1b947b4d,manage internal stakeholders,Soft,,1.0,Very High,Verified_HIGH,True,0.86,1.3,BERT+LLM,verified_skills.csv,skill_ec4044358925,,,,,,"Your role at Dynatrace -------------------------- We are looking for an ACE Services Senior Consultant to support our continued business growth.
Reporting to the Regional Services Manager, the primary function of this position is to support ACE Services success by building quality relationships with Enterprise Program Management, Sales, Consultants and Customers while leading by example delivering Services Engagements.
In this role, you will provide high -quality consulting services to our custo"
in-a3cc4f647085047c,resolve challenges,Soft,,0.834,High,Verified_HIGH,True,0.86,1.27,BERT+LLM,verified_skills.csv,skill_0d18c2194f2a,,,,,,"About Us Rothschild & Co is a leading global financial services group with seven generations of family control and a history of over 200 years at the centre of the world's financial markets.
Our expertise, intellectual capital and global network enable us to provide a distinct perspective that makes a meaningful difference to our clients, communities and planet.
We have 4,600 talented specialists on the ground in over 40 countries around the world, enabling us to deliver a unique global perspect"
in-c2f9d84c98c31d92,define and implement SharePoint security protocols,Hard,Apply,0.897,High,Verified_HIGH,True,0.85,0.92,BERT+LLM,verified_skills.csv,skill_9abf37ec9b59,,,,,,"Sharepoint Development Manager LPS is seeking a highly skilled and experienced SharePoint Development Manager to lead the design, development, and management of our Microsoft SharePoint environments (both Online and On -Premise).
This pivotal role will be responsible for understanding business needs, architecting robust and scalable solutions, overseeing their development and implementation, and ensuring the effective governance and administration of our SharePoint platform.
The ideal candidate "
in-065c34d41013683e,localize training materials,Hard,Apply,0.933,Very High,Verified_HIGH,True,0.83,1.21,BERT+LLM,verified_skills.csv,skill_8c175b55ea44,,,,,,"Travel: ~50% (Mix of remote webinars & on -site workshops) Role Type: 1 -year contract with opportunity for renewal, remote We are seeking an Instructional Implementation Specialist to manage the operational rollout and training delivery for a national K -12 AI education initiative.
You will be the primary training face for teachers.
Your role is split between Instruction and Execution.
You will deliver high -impact training sessions on AI and STEM curricula and concurrently manage the critical "
in-84c9133fbff59b4e,manage digital platforms,Soft,,1.0,Very High,Verified_HIGH,True,0.82,1.22,BERT+LLM,verified_skills.csv,skill_9eb828ad16c6,,,,,,"Creative Places Project Leader Job Title: Creative Places Project Leader Organisation: Southside Partnership Dun Laoghaire Rathdown CLG Contract: Fixed -term, 3 years Hours: Full -time, 35 hours per week, 5 days (some evenings and weekends required) Location: Primarily Ballybrack and Loughlinstown (remote 1 day/week after probation) Salary: €42,000 – €55,000 per annum (depending on experience) Reports to: Social Inclusion Programme Manager Probation: 6 months Southside Partnership DLR is delight"
in-e763d226b0347a8c,monitor performance,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.87,1.28,BERT+LLM,verified_skills.csv,skill_90e482b8e0ad,,,,,,"You will design, develop, and deploy AI -powered, cloud -based products.
As a Data Engineer, you’ll work with large -scale, heterogeneous datasets and hybrid cloud architectures to support analytics and AI solutions.
Your work will integrate telco data with other verticals (retail, healthcare), automate DataOps/MLOps/LLMOps workflows, and deliver production -grade systems. As a Data Engineer, you will: Ensure Data Quality & Consistency Validate, clean, and standardize data (e.g., geolocation att"
in-5d463791078287b1,support the integration of control systems,Hard,Evaluate,1.0,Very High,Verified_HIGH,True,0.79,1.19,BERT+LLM,verified_skills.csv,skill_8a2577178405,,,,,,"We are now looking to fill this permanent position to be based at our Head Office in Chippenham.
HUBER Technology is an “Investors in People” Gold company which specialises in environmental engineering throughout the world, and with a UK operation based in Chippenham focused on delivering wastewater treatment solutions for the UK water industry.
Reporting to the Engineering Manager, we are looking for a Junior Electrical Designer to join our small, supportive team working on a range of wastewate"
in-86a7c94bac398cff,ensure clear communication,Soft,,1.0,Very High,Verified_HIGH,True,0.85,1.24,BERT+LLM,verified_skills.csv,skill_b87bd19ecf7f,,,,,,"The Airedale Group Job Title: Service Administrator Company Overview: The Airedale Group are the market leading design, installation, and maintenance provider for commercial kitchens in the UK hospitality and food service industry.
We work alongside clients from the initial designs through to bespoke fabrication and installation.
Coupled with the largest body of professional maintenance engineers in the country, we offer the complete end -to -end solution to our extensive client base.
We have lo"
in-166679f8499bd62c,assist with on-site survey works,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.76,1.18,BERT+LLM,verified_skills.csv,skill_f3344f7b09aa,,,,,,"GBG Group are a market leader in structural and geophysical site investigation.
A privately owned engineering specialist offering bespoke building remediation investigation, testing and consultancy services on historical and modern buildings across the UK and internationally.
We’re seeking an Engineering & Survey Data Technician to join our team at Cambridge or Watford.
We are looking for talented and proactive individuals with an eye for detail to add to the team, and as such are looking for an"
in-3f36502ac219f9a2,embrace growth,Soft,,0.67,Medium,Verified_HIGH,True,0.8,1.22,BERT+LLM,verified_skills.csv,skill_7b2dc4c98c10,,,,,,"In a nutshell, we’re all about making the world of wine a better place.
We fund and source directly from independent winemakers to bring customers better quality wine for a better price.
No thirsty middlemen as far as the eye can see.
It’s a different way of doing things, sure.
But it works.
We’re one of the UK’s favourite wine clubs, shipping over 1 million cases a year to curious wine lovers.
And with an ambitious road ahead, we’ve got no plans on plugging the cork on growth.
Our global team ("
in-1bd82a15253548fb,collaborate with architects and business users,Soft,,0.702,Medium High,Verified_HIGH,True,0.81,1.16,BERT+LLM,verified_skills.csv,skill_1747a8a734fc,,,,,,"Job Description What is the opportunity? This is an opportunity to work at RBC Insurance Active Data Platform team with a group of technology specialists dedicated to deliver solution to Insurance business and clients.
We are all in with Agile development, DevOps, Open Source, Software as a Service (SaaS) and modern tools and processes.
You will have an opportunity to make a real difference by working on some impactful and meaningful projects.
We are seeking a skilled Data Modeler to design and "
in-142dab85f67692ff,affix labels to vials,Hard,Apply,0.713,Medium High,Verified_HIGH,True,0.76,0.92,BERT+LLM,verified_skills.csv,skill_970bb9e348cb,,,,,,"Description: POSITION TITLE: Pharmacy Technician III/EPIC Support Analyst (ESA) CLASSIFICATION: Non -Exempt DEPARTMENT: Tribal Health SUPERVISOR: Pharmacy Director or Designee GRADE: E13 $25 .18 ($52,366 .91 ) - $37 .76 ($78,550 .37 ) Position Summary: ===================== Working as the Lead Pharmacy Technician under direct supervision, Pharmacy Technician III/ESA assists pharmacy staff in providing quality care to Washoe Tribal Health Center (WTHC) patients and in the daily functioning of the"
in-e6c3e4dc37f56797,write and optimize SQL queries,Hard,Create,0.918,Very High,Verified_HIGH,True,0.77,0.96,BERT+LLM,verified_skills.csv,skill_711c8f4bc7e4,,,,,,"Technology Resource Experts, LLC is looking for experienced Database Engineers to join their rapidly growing team!
Description: Perform routine database maintenance such as backups, indexing, and performance tuning.
Troubleshoot and resolve database issues like performance bottlenecks and connectivity problems.
Monitor database systems for high availability and performance.
Implement and maintain database security, including access controls and patching.
Write and optimize SQL queries, stored pr"
in-5f4338fd3bc93f63,demonstrate analytical thinking,Soft,,0.81,High,Verified_HIGH,True,0.88,1.26,BERT+LLM,verified_skills.csv,skill_a95d68827df5,,,,,,"If this sounds like the choice you want to make, then choose MITRE - and make a difference with us.
Description We partner with government sponsors to solve their most urgent data challenges while also identifying and addressing the root causes behind their most complex data problems. Our work spans data architecture, data engineering, data platform modernization, artificial intelligence, and enterprise data management—enabling secure, scalable, and future -ready data environments that drive mis"
in-9cc1fc88ccf5cf34,drive impactful projects,Soft,,0.84,High,Verified_HIGH,True,0.83,1.29,BERT+LLM,verified_skills.csv,skill_73cb41941e26,,,,,,"Job Description Summary: The Ads Tech team is building PayPal’s next generation advertising platform.
It's a greenfield project based on advanced AI and large systems engineering to best utilize the wealth of merchant and transaction data available within the firm.
The Ads Tech engineer's role will help to design and develop key parts of the platform.
We believe in egoless programming - everybody is an equal and we value learning from and helping each other.
We enjoy solving hard problems, but w"
in-3cc018729e1d5862,"handle complex, foundational projects",Hard,Apply,0.75,Medium High,Verified_HIGH,True,0.88,0.96,BERT+LLM,verified_skills.csv,skill_af91829bd537,,,,,,"Please see our Reconciliation Action Plan for more information. ### Minimum qualifications: Bachelor’s degree or equivalent practical experience. 1 year of experience with software development in one or more programming languages (e.g., Python, C, C + +, Java, JavaScript). ### Preferred qualifications: Experience working with cross -functional partners such as UX and product, refining feature ideas into practical engineering tasks and driving progress. Experience developing accessible technologi"
in-42cfc084e6c6a4cf,run a factor analysis,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.75,1.25,BERT+LLM,verified_skills.csv,skill_2e6d657a64a6,,,,,,"Research Scientist / Data Scientist - AI & Analytics Adelphi Research | Advanced Market Research Group (AMG) About the Role Adelphi Research is seeking a Research Scientist/Data Scientist to join our Advanced Market Research Group.
You'll work directly with the Senior Statistician to execute pharmaceutical market research analytics while also contributing to our growing portfolio of AI -powered research tools.
You'll spend significant time doing traditional statistical analysis for client projec"
in-85200796bf1d03ef,drive sales performance,Soft,,0.781,Medium High,Verified_HIGH,True,0.81,1.26,BERT+LLM,verified_skills.csv,skill_051d5cee5642,,,,,,"Brandt, Canada’s largest equipment dealer, is a global, family -owned company that values innovation, teamwork, and professional growth.
We are seeking a Market Insight Specialist focused on Construction, Forestry, and Material Handling.
Operating across Canada’s coast -to -coast sales network, this role plays a critical part in turning standardized data into actionable insights that support daily business operations.
Responsibilities include creating, maintaining, and delivering timely reportin"
in-d6e9acaa1b4e40e7,drive continuous improvement,Soft,,0.795,Medium High,Verified_HIGH,True,0.87,1.2,BERT+LLM,verified_skills.csv,skill_0960ab92fb1a,,,,,,"Job ID: J51795 Job Title: Terraform Cloud DevOps Engineer Location: Plano, TX Duration: 12 Months + Extension Hourly Rate: Depending on Experience (DOE) Work Authorization: US Citizen, Green Card, OPT -EAD, CPT, H -1B, H4 -EAD, L2 -EAD, GC -EAD Client: To Be Discussed Later Employment Type: W -2, 1099, C2C Job Title: Terraform Cloud DevOps Engineer Roles & Responsibilities Work with cloud Infra architectures (AWS Infrastructure) set up for Applications.
Design and provision Infrastructure on AWS"
in-e1608fbc49f29acb,identify emerging trends,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.83,1.27,BERT+LLM,verified_skills.csv,skill_c863b28d6d6c,,,,,,"Investment Management - Investment Oversight Support - Analyst ==================================================================== Dublin ========== Company Profile Morgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services.
The Firm's employees serve clients worldwide including corporations, governments and individuals from more than 1,200 offices in 43 countries.
Together, we share a"
in-6b018084e7b9d5da,collaborate as part of an agile team,Soft,,0.803,High,Verified_HIGH,True,0.73,1.23,BERT+LLM,verified_skills.csv,skill_68b775984e87,,,,,,"Java Microservices Software Engineer Are you a collaborator?
Do you enjoy solving problems?
About the Business: LexisNexis Risk Solutions is the essential partner in the assessment of risk.
Within our Insurance vertical, we provide customers with solutions and decision tools that combine public and industry specific content with advanced technology and analytics to assist them in evaluating and predicting risk and enhancing operational efficiency.
Our insurance risk solutions help drive better d"
in-783afdbd21074815,collaborate with software engineers,Soft,,0.795,Medium High,Verified_HIGH,True,0.83,1.25,BERT+LLM,verified_skills.csv,skill_45a2550bd97e,,,,,,"Senior Software Engineer Calgary, AB About the Role LodgeLink is inviting senior software engineers in Calgary to join our team to be part of the creation of the future of workforce travel.
We are looking for talented developers with a passion to create products that impact the industry, who enjoy learning about the latest technologies, strong critical thinking skills, and a user -focused approach.
As a part of the software engineering team, you will join an agile, audacious, inventive, collabor"
in-1e0b6bad574ea152,support large system integrations,Hard,Evaluate,1.0,Very High,Verified_HIGH,True,0.83,1.21,BERT+LLM,verified_skills.csv,skill_aa8a4ea55aa3,,,,,,"Work Location: Toronto, Ontario, Canada Hours: 37 .5 Line of Business: Technology Solutions Pay Details: $76,800 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues.
As a candidate, you are encouraged to ask compensation related questions and have an open dialogue with your recruiter who can provide you more specific details for this role. Job Description: We are seeking a highly skilled Business Systems Analyst (BSA) with strong product ma"
in-a378351b2410567c,design and maintain database architecture,Hard,Create,1.0,Very High,Verified_HIGH,True,1.0,1.19,BERT+LLM,verified_skills.csv,skill_c1eb4bca138f,,,,,,"Overview ------------ At NetApp, we have a history of helping customers turn challenges into business opportunities.
That’s because we bring new thinking to age -old problems, like how to use data most effectively in the most efficient possible way.
As an Engineer with NetApp, you’ll have the opportunity to work with modern cloud and container orchestration technologies in a production setting.
You’ll play an important role in scaling systems sustainably through automation and evolving them by p"
in-558ae189d27d902f,manage accounts payable,Hard,Apply,0.962,Very High,Verified_HIGH,True,0.79,1.19,BERT+LLM,verified_skills.csv,skill_3b49f670debb,,,,,,"Required Position --------------------- Full -time Term Appointment until November 30, 2026 Responsibilities -------------------- Reporting to the Director, Talent Management and Service, the Functional HR Business Analyst is a key role in supporting the HR Transformation Program by enhancing streamlined HR processes, improving operational efficiency, and ensuring that systems and workflows effectively support HR's strategic objectives.
As a key liaison between HR and other stakeholders (includi"
in-b279c900a55222c2,participate in real-time customer remediation efforts,Hard,Apply,1.0,Very High,Verified_HIGH,True,0.82,1.3,BERT+LLM,verified_skills.csv,skill_43c117ec09a1,,,,,,"If you're ready to shape the future of data, join us. Senior Support Engineer --------------------------- Location: Australia Experience Level: 7–10 + years We are seeking an experienced and driven Senior Support Engineer to join our Global Customer Support team.
In this role, you will be responsible for investigating, diagnosing, and resolving complex customer issues with the Aerospike Real -time Data Platform.
You'll work closely with engineering, technical writers, and client services to deli"
in-5365357232ff47d6,build scalable applications,Hard,Create,1.0,Very High,Verified_HIGH,True,0.86,1.26,BERT+LLM,verified_skills.csv,skill_ea542256b242,,,,,,"About DoraHacks DoraHacks is the leading global hackathon community and open source developer incentive platform.
DoraHacks provides toolkits for open source technology platforms to organize hackathons and fund early -stage ecosystem startups.
DoraHacks creates a global hacker movement in Blockchain, Web3, Quantum Computing, AI, and Space Tech.
So far, more than 21,000 startup teams from the DoraHacks community have received over $80M in funding.
A large number of open source communities, compan"
in-9bf4d6d9ee1e4a14,"assist in developing supplier assessments, score cards, and other analytic & metrics",Hard,Create,0.943,Very High,Verified_HIGH,True,0.84,1.17,BERT+LLM,verified_skills.csv,skill_737b95c64646,,,,,,"Now Brewing – Sr Sourcing Specialist, Traceability | Global Sourcing! #tobeapartner From the beginning, Starbucks set out to be a different kind of company.
One that not only celebrated coffee and the rich tradition, but that also brought a feeling of connection.
We are known for developing extraordinary leaders who share this passion and are guided by their service to others.
This job contributes to Starbucks success by joining a small team that will build a new multi -year enterprise supply ch"
in-e08ef62755b0f504,participate in sales presentations,Soft,,1.0,Very High,Verified_HIGH,True,0.85,1.26,BERT+LLM,verified_skills.csv,skill_0210450f41f2,,,,,,"Growing together. The Senior Analytic Solutions Advisor AI is responsible for driving innovative analytic solution development for Payment Integrity & driving product innovation through advanced analytics & AI.
The role is focused on Fraud & Abuse as well as Provider Education.
Solid partnership with Operations, Product and Technology teams is expected.
The role plays a vital part in initiating advanced analytics, promoting solutions, and advocating businesses to adopt analytic products and serv"
in-e270cd2a67c74a8f,design and implement software applications,Hard,Create,1.0,Very High,Verified_HIGH,True,0.86,1.26,BERT+LLM,verified_skills.csv,skill_9d43eaf81936,,,,,,"Applicants: To be considerate of your time and candidacy; CMU cannot sponsor visa's nor are we a STEM OPT eligible employer. Carnegie Mellon University is a private, global research university that challenges the curious and hardworking to deliver work that matters.
Our extraordinary institution has distinctive areas of excellence and a culture marked by ambition and a deep, practical engagement with challenges facing society.
We continue to produce dedicated alumni and draw faculty and staff ea"
in-b8fb09f5ae8f7b7a,provide thought leadership,Soft,,0.811,High,Verified_HIGH,True,0.84,1.25,BERT+LLM,verified_skills.csv,skill_a8ae173307fe,,,,,,"Ensign is hiring !
Overview The Lead Solution Architect provides strategic technical leadership across key accounts, driving solution vision, architecture design, and delivery excellence.
This role guides solution strategy, leads multi -disciplinary teams, and serves as the final authority for technical decisions, ensuring solutions meet customer needs, business objectives, and enterprise standards.
Key Responsibilities Account & Technology Strategy Partner closely with Sales, Competency Heads, "
in-7d031c38dfae13e4,virtualize or containerize databases,Hard,Create,1.0,Very High,Verified_HIGH,True,0.87,1.31,BERT+LLM,verified_skills.csv,skill_f784d9e3eb8c,,,,,,"Date Posted: 2025 -10 -14Country: United States of AmericaLocation: TX232: Richardson 1727 CityLine 1727 East CityLine Drive Building C27, Richardson, TX, 75082 USAPosition Role Type: OnsiteU.S.
Citizen, U.S.
Person, or Immigration Status Requirements: Active and transferable U.S. government issued security clearance is required prior to start date.
U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance Security Clearance: TS/SCI - Current At Raytheon, the foun"
in-39aac3925ad15317,ensure client goals are met,Soft,,0.859,High,Verified_HIGH,True,0.74,1.2,BERT+LLM,verified_skills.csv,skill_34059a9dd4ae,,,,,,"Technical Product Owner --------------------------- Are you one of those people who can see solutions where other people see problems?
Are you smart, creative and enjoy working with people to solve challenges?
Do you love technology and how it can solve problems but don't see yourself as a software developer?
Have you got that rare gift of being able to explain complex things in a way that everyone can understand?
If you answered yes to the above, then we'd love to talk to you about a career wit"
in-07d1c3d85d46ae60,"ensure successful, on-time, and on-budget execution of critical programs",Hard,Create,1.0,Very High,Verified_HIGH,True,0.8,1.22,BERT+LLM,verified_skills.csv,skill_10709b9dfb60,,,,,,"As a Senior Program Manager at Kepler, you will spearhead the end -to -end development and execution of mission -critical satellite systems programs from initial concept through on -orbit commissioning and operational success.
You will shape and drive strategic initiatives that expand global partnerships and accelerate our growth in the space sector.
In this leadership role, you will guide cross -functional teams to advance and optimize our satellite systems, delivering innovative solutions that"
in-c748f90c7b0b0f13,exploit security vulnerabilities,Hard,Apply,0.991,Very High,Verified_HIGH,True,0.9,1.24,BERT+LLM,verified_skills.csv,skill_ad5d8494d1df,,,,,,"Overview Security represents the most critical priorities for our customers in a world awash in digital threats, regulatory scrutiny, and estate complexity.
Microsoft 365 aspires to make the world a safer place for all.
The Microsoft 365 Security team accelerates Microsoft’s mission and bold ambitions to ensure that our company is securing our platforms, devices, and clouds.
Are you passionate about identifying and exploiting security vulnerabilities that impact hundreds of millions of users acr"
in-3f7faab118593a3d,lead communication strategies,Soft,,1.0,Very High,Verified_HIGH,True,0.86,1.18,BERT+LLM,verified_skills.csv,skill_f8037009418e,,,,,,"Initial Posting Date: 11/26/2025 Application Deadline: 12/07/2025 Agency: Public Employees Retirement System Salary Range: $6,679 - $10,092 Position Type: Employee Position Title: DevOps Architect (ISS7 ) Job Description: If you are a seasoned IT professional with excellent communication skills and a strong ability to learn and implement new technologies, please apply today!
The Public Employees Retirement System is recruiting for one (1 ) DevOps Architect (ISS7 ) position in the Information Ser"
in-e90891427edb23cf,ensure new code conforms to standards,Hard,Analyze,1.0,Very High,Verified_HIGH,True,0.76,1.24,BERT+LLM,verified_skills.csv,skill_8a7b00f42fcb,,,,,,"Job Requisition ID # 25WD93083 Position Overview Autodesk is looking for a Senior Software Developer to join its Admin Access and Insights Team.
The team operates within Autodesk Platform Services organization, dedicated to realizing the “managing access” charter.
Responsibilities Develop high -quality, scalable, secure, and stable code for use in products and solutions for customers, making it easier for other developers to maintain, enhance and reuse Develop and maintain unit tests, participat"
in-91ed5351dd706057,resolve issues,Hard,Apply,0.769,Medium High,Verified_HIGH,True,0.8,0.96,BERT+LLM,verified_skills.csv,skill_256d34d83ddb,,,,,,"We are looking for a skilled and driven Fire, CCTV, and Security Systems Engineer to join our expanding team in Dublin.
Responsibilities: Conduct comprehensive site surveys and produce tailored security and fire system solutions.
Configure and integrate CCTV systems within IT networks (TCP/IP, VLANs, firewalls).
Set up remote access functionality for CCTV and intruder alarm systems.
Diagnose, fault -find, and resolve issues promptly while providing top -quality technical support.
Keep up to date"
