job_id,raw_text,final_skills,final_skills_count,final_knowledge,final_knowledge_count,final_hard_skills,final_soft_skills,final_bloom_distribution,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,missing_components_count,model_agreement_score,final_avg_confidence,avg_semantic_density,avg_context_agreement
in-8c8a22fcba0a5544,"Performs capacity planning to process enterprise -wide data and maintain historical resource utilization and performance metrics Support Continuity of Operations (COOP) management capability/recoverability for CA databases, optimize system efficiencies, and generate performance reports Implement and incorporate monitoring and reporting for all applicable databases Provide Tier III -level response to alerts generated via database monitoring software implemented within the Enterprise Event Managem","[""perform capacity planning"", ""maintain historical resource utilization metrics"", ""maintain performance metrics"", ""support Continuity of Operations management"", ""optimize system efficiencies"", ""generate performance reports"", ""implement monitoring and reporting"", ""provide Tier III-level response to alerts"", ""troubleshoot support for databases"", ""diagnose support for databases"", ""resolve support for databases"", ""coordinate production troubleshooting efforts"", ""support production troubleshooting efforts"", ""process enterprise -wide data"", ""Support"", ""Implement"", ""reporting"", ""Troubleshoot"", ""diagnose"", ""Coordinate""]",20,"[""Continuity of Operations"", ""database monitoring"", ""Event Management"", ""capacity planning"", ""performance metrics"", ""Tier III support"", ""Enterprise Event Management and Monitoring""]",7,18,2,"{""Remember"": 0, ""Understand"": 1, ""Apply"": 4, ""Analyze"": 3, ""Evaluate"": 7, ""Create"": 3, ""N/A"": 2}",0.2101435686838358,0.1848634926501368,0.1047714338722945,11,0.5324966832995415,0.820186465027929,0.8476312500000001,1.0991901184301285
in-af5eaccbc17a7744,"The Toyoda Gosei Group is a leading global manufacturer of rubber and plastic automotive components, safety systems and LEDs.
Globally Headquartered in Japan with a network of 67 group companies in 17 countries and regions, the Group brings its extensive range of products to customers all over the world.
Toyoda Gosei North America (headquartered in Troy, MI) has an opening for a Database Administrator in the CIS department.
Reasonable accommodation may be made to enable individuals with disabili","[""stand"", ""walk""]",2,[],0,2,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.3424271352189731,0.7350000000000001,0.81
in-a378351b2410567c,"Overview ------------ At NetApp, we have a history of helping customers turn challenges into business opportunities.
That’s because we bring new thinking to age -old problems, like how to use data most effectively in the most efficient possible way.
As an Engineer with NetApp, you’ll have the opportunity to work with modern cloud and container orchestration technologies in a production setting.
You’ll play an important role in scaling systems sustainably through automation and evolving them by p","[""scale systems sustainably through automation"", ""evolve systems to improve reliability and velocity"", ""provide expert Cassandra database support on incidents"", ""diagnose and solve data modelling and architectural issues"", ""maintain a high standard of customer communication"", ""undertake complex Cassandra database cluster tasks"", ""perform real time Cassandra migrations with no downtime"", ""perform Cassandra upgrades"", ""perform Cassandra database performance tuning"", ""maintain a fleet of Cassandra nodes"", ""investigate issues on cloud nodes"", ""apply standard maintenance procedures"", ""optimize the performance and stability of databases"", ""develop internal automation tools, applications, and processes"", ""continually improve internal automation tools"", ""participate in a 24/7 rotating on-call roster"", ""administer Apache Cassandra clusters at scale"", ""design and maintain database architecture"", ""test Cassandra database systems and upgrades"", ""identify data modelling and architectural issues"", ""develop and manage documentation, standards, policies, and procedures"", ""collaborate with customer's technical teams"", ""collaborate with other internal teams"", ""help drive and shape customer support"", ""communicate clearly and professionally in written and verbal English"", ""provide customer service"", ""learn other open source technologies"", ""evolving"", ""pushing for changes"", ""improve reliability"", ""velocity."", ""bring new ideas to life"", ""collaborating with others"", ""partnering"", ""ensure the security"", ""reliability"", ""performance of world -class systems"", ""databases."", ""collaborate"", ""working with other teams"", ""drive"", ""shape the way we support our customers"", ""diagnosing"", ""solving data modelling"", ""architectural issues"", ""liaising with customer\u2019s database engineers"", ""maintain our"", ""Investigate issues"", ""optimize"", ""Develop"", ""applications"", ""proactive"", ""reliable"", ""supportive"", ""Designing"", ""data structures"", ""tables"", ""dictionaries"", ""naming conventions"", ""ensure the accuracy"", ""completeness of all data master files"", ""upgrades"", ""debugging"", ""tracking"", ""reproduction"", ""logging"", ""resolving all identified problems"", ""identifying data modelling"", ""Developing"", ""managing documentation"", ""standards"", ""policies"", ""procedures"", ""communicate clearly"", ""professionally"", ""solve big problems"", ""act like owners.""]",77,"[""modern cloud"", ""container orchestration technologies"", ""Apache Cassandra"", ""Apache Kafka"", ""OpenSearch"", ""Elasticsearch"", ""AWS"", ""Azure"", ""GCP"", ""Linux"", ""Debian"", ""Ubuntu"", ""Docker"", ""Java"", ""Python"", ""bash"", ""SQL"", ""Git"", ""open source technologies"", ""data modelling"", ""database architecture"", ""performance tuning"", ""automation"", ""source code control"", ""gaming,"", ""Kafka,"", ""Cassandra,"", ""open"", ""source"", ""Apache"", ""Kafka"", ""Cassandra"", ""real"", ""time"", ""Cassandra migrations"", ""Cassandra database performance"", ""GCP),"", ""Ubuntu),"", ""bash scripting,"", ""Git 6"", ""Bachelor's degree"", ""Master's degree""]",42,67,10,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 34, ""Analyze"": 9, ""Evaluate"": 9, ""Create"": 15, ""N/A"": 10}",0.4728463268566675,0.3789348080737613,0.3989632623935987,0,0.1593138217926025,0.601449418435871,0.8336293290043291,0.9026640611290576
in-b7c6e5df590ec39e,"Overview: Quest Software has a two -pronged mission focused on helping organizations manage and secure their Microsoft environments and leverage their data effectively.
First, Quest aims to be the leading partner for modernizing, protecting, and securing hybrid Active Directory, Entra ID, and Microsoft 365 environments.
They provide critical solutions for cybersecurity resilience, risk management, disaster recovery, and migration.
This helps global organizations pursue digital transformation in ","[""manage portfolio of accounts"", ""lead customer engagement"", ""guide customers through their journey"", ""maintain consistent engagement"", ""surface Customer Success Qualified Leads (CSQLs)"", ""coordinate with Account Management for follow -up."", ""support renewal contracting processes"", ""communicate the value of new offerings"", ""maximize value for customers"", ""drive usage and adoption"", ""support services"", ""reduce churn"", ""lead engagement"", ""quickly learn"", ""maximizing value"", ""driving usage"", ""adoption"", ""recurring revenue sales models""]",18,"[""Active Directory"", ""Entra ID"", ""Microsoft 365"", ""cybersecurity"", ""risk management"", ""disaster recovery"", ""migration"", ""digital transformation"", ""cloud"", ""data solutions"", ""metadata management"", ""data operations"", ""infrastructure solutions"", ""data governance"", ""platform modernization"", ""recurring revenue sales models"", ""renewal processes"", ""data"", ""deployment""]",19,11,7,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 8, ""Analyze"": 0, ""Evaluate"": 2, ""Create"": 1, ""N/A"": 7}",0.2126887572576367,0.0582541806066172,0.1993388626340548,9,0.4494905701050392,0.7099689825645671,0.807515873015873,1.0533073148707022
in-84c9133fbff59b4e,"Creative Places Project Leader Job Title: Creative Places Project Leader Organisation: Southside Partnership Dun Laoghaire Rathdown CLG Contract: Fixed -term, 3 years Hours: Full -time, 35 hours per week, 5 days (some evenings and weekends required) Location: Primarily Ballybrack and Loughlinstown (remote 1 day/week after probation) Salary: €42,000 – €55,000 per annum (depending on experience) Reports to: Social Inclusion Programme Manager Probation: 6 months Southside Partnership DLR is delight","[""lead and coordinate programme implementation"", ""manage day-to-day delivery and budget administration"", ""develop and maintain detailed project workplans"", ""oversee and manage budgets"", ""manage project risks"", ""align delivery with funder requirements"", ""plan and support co-design of projects"", ""support artists in residence"", ""coordinate residencies and workshops"", ""facilitate Creative Leadership Labs"", ""activate and reimagine public spaces"", ""plan annual programmes"", ""build trusting relationships with residents"", ""facilitate inclusive decision-making"", ""support accessible creative processes"", ""embed reflection and evaluation"", ""track outcomes and impacts"", ""share insights with the community"", ""develop and distribute press releases"", ""manage digital platforms"", ""generate media coverage"", ""promote local artists"", ""ensure compliance with branding guidelines"", ""provide supportive leadership"", ""work closely with Steering Group"", ""support long-term sustainability"", ""adapt plans to ensure delivery"", ""act as a connector between residents and artists"", ""build relationships locally and nationally"", ""directing or prescribing outcomes"", ""facilitating"", ""building trust"", ""creating the conditions for community -led creative practice to flourish."", ""artists"", ""partners"", ""ensuring inclusive participation"", ""high -quality delivery"", ""relational"", ""responsive"", ""care -based approach to leadership."", ""apply robust project management approaches"", ""ensure the programme is delivered on time"", ""within budget"", ""adapting to changing needs"", ""contexts"", ""budget administration"", ""contracts"", ""reporting."", ""develop a quarterly reporting structure"", ""widen ownership"", ""accountability."", ""additional"", ""fundraising"", ""Develop"", ""Oversee"", ""work with"", ""prepare monthly budget reports."", ""adapt plans"", ""ensure delivery"", ""create socially engaged work with the community."", ""commissions"", ""workshops"", ""capacity -building initiatives."", ""peer learning"", ""Activate"", ""reimagine underused public spaces"", ""ensuring"", ""community"", ""participatory governance structures."", ""Support accessible"", ""inclusive creative"", ""artistic processes"", ""identify and"", ""engage"", ""embed a researcher"", ""develop an evaluation framework."", ""documentation"", ""evaluation"", ""impacts using both quantitative"", ""qualitative measures."", ""promotional materials."", ""build relationships"", ""Ensure compliance with image rights"", ""Provide clear acknowledgement protocols for funded artists""]",84,"[""project management"", ""facilitation"", ""partnership development"", ""community engagement"", ""evaluation"", ""advocacy"", ""websites"", ""blogs"", ""social media"", ""image rights"", ""digital rights"", ""budget administration"", ""contracts"", ""reporting"", ""fundraising"", ""governance structures"", ""evaluation frameworks"", ""socially engaged arts practice"", ""community development principles"", ""co-design"", ""residencies"", ""commissions"", ""capacity-building initiatives"", ""peer learning"", ""mentorship"", ""participatory governance"", ""quantitative measures"", ""qualitative measures"", ""press releases"", ""promotional materials"", ""e-bulletins"", ""media coverage"", ""branding guidelines""]",33,69,15,"{""Remember"": 2, ""Understand"": 1, ""Apply"": 43, ""Analyze"": 5, ""Evaluate"": 3, ""Create"": 15, ""N/A"": 15}",0.2329302787702819,0.1572343522168813,0.1811140173935783,9,0.203557293479507,0.624999707838642,0.8276664540816329,0.9297249782121934
in-128af00e87653639,"Working hours: 35 hours per week, Monday to Friday Duration: Permanent Location: DublinJob Ref: 204077 About the role Ecclesiastical Insurance Ireland, who are proudly part of Benefact Group are looking for a Compliance Manager to join our Dublin office.
Our team in Ireland continues to grow and so joining our rapidly expanding and innovative Group presents a fantastic opportunity to continue your career in a dynamic, inclusive, and purpose -led organisation.
Ranked amongst the UK's top 50 Best ","[""manage compliance function"", ""ensure legal obligations"", ""ensure regulatory obligations"", ""lead a team"", ""support business growth""]",5,"[""Compliance"", ""Risk management"", ""Insurance"", ""Legal regulations"", ""Regulatory obligations""]",5,2,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 2, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0.062677566628707,0.0,0.062677566628707,16,0.0,0.6512376395520001,0.806,0.9
in-360993ba7e2129b5,Job Overview We are looking for a skilled Car Audio Installation & Troubleshooting Technician who can handle professional audio installs and diagnose/resolve audio system issues.,"[""install car audio systems"", ""troubleshoot audio system issues"", ""diagnose audio system issues"", ""resolve audio system issues"", ""skilled"", ""handle professional audio installs""]",6,"[""car audio systems""]",1,6,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 5, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.6991422325372696,0.7598923772402354,0.7972916666666667,1.1493830229007378
in-83f8b152ffaa13a1,"We Make Life More Rewarding and Dignified Location: Ballina Department: Summary: The Financial Analyst is responsible for providing financial support to our Roosendaal Distribution Center.
This position reports to the Senior Manager Finance, Global Supply Chain and is a key finance partner to the Roosendaal leadership team. Responsibilities: Key Finance partner to the Distribution leadership team. Monthly review and presentation of the financial performance & metrics to the Distribution leadersh","[""provide financial support"", ""review financial performance"", ""present financial performance"", ""manage inventory"", ""manage obsolescence"", ""coordinate assignment of risk"", ""establish key metrics"", ""prepare Annual Operating Plan"", ""prepare forecasts"", ""collaborate with audit teams"", ""provide analysis"", ""providing financial"", ""Monthly"", ""review"", ""Collaborate"", ""partner with"", ""control Inventory"", ""Support the management of the business"", ""Planning"", ""Forecasting"", ""Ownership"", ""Collaborate with internal"", ""details""]",23,"[""Financial Analysis"", ""Inventory Management"", ""Risk Management"", ""Compliance"", ""Auditing"", ""Forecasting"", ""Annual Operating Plan"", ""Key Metrics""]",8,18,5,"{""Remember"": 0, ""Understand"": 1, ""Apply"": 9, ""Analyze"": 0, ""Evaluate"": 5, ""Create"": 3, ""N/A"": 5}",0.1083419462980938,0.0544338239014097,0.0898035369421306,13,0.2024999982432315,0.6445112832835618,0.8229114906832299,0.9386292220659636
in-5a2a1b390906c39c,"Audio/Visual On -Site Support Technician A -V Services Inc., a leading AV company with multiple fortune 100 contracts within the financial, pharmaceutical and computing industry, seeks a Audio/Visual Support Technician for on -site support.
Must have great customer service with emphasis supporting the corporate work sector.
Additionally, comprehensive audio video skills.
Ideal candidate would have Associates level college degree in a technology related field and/or minimum 3 years of previous em","[""provide on-site AV support"", ""deliver great customer service"", ""support corporate work sector"", ""work with onsite AV team"", ""support Town Hall events"", ""support conference room meetings"", ""support video conference events"", ""customer service""]",8,"[""Audio/Visual"", ""Telepresence"", ""Digital Audio Consoles"", ""Video Conferencing"", ""Shure Wireless Workbench"", ""AV industry"", ""corporate work sector."", ""audio video"", ""Associates level college degree"", ""technology"", ""AV support"", ""Digital Audio""]",12,6,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 5, ""Create"": 0, ""N/A"": 2}",0.0779755191735535,0.0054849120946661,0.0779755191735535,13,0.1414589711597987,0.7041093843721511,0.786875,0.951158387367946
in-12eaa1bd03ae4c93,"Founded in 1976 Travelex has grown to become the number one foreign exchange brand in Australia, with a presence in more than 20 countries.
We are passionate about retail and travel, our vision is to be the most recognised, respected and reliable brand in international money for our customers and partners.
Attracting and keeping the best people by creating a collaborative and supportive environment that helps us deliver a great experience to our customers. The Role This role supports Travelex’s ","[""support compliance and risk framework"", ""automate processes"", ""write reports"", ""formulate procedural documents"", ""interact with senior management"", ""manage multiple priorities"", ""manage deadlines"", ""Attracting"", ""creating a collaborative"", ""supportive environment"", ""effectively"", ""support function colleagues"", ""verbal"", ""communication skills"", ""prepare concise reports."", ""deadlines.""]",16,"[""Excel"", ""Risk and Compliance"", ""payments"", ""foreign exchange"", ""retail banking"", ""Automate,"", ""Lists,"", ""BI,""]",8,12,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 6, ""Analyze"": 0, ""Evaluate"": 3, ""Create"": 3, ""N/A"": 4}",0.2301401206170734,0.1557833555757322,0.1318200289312451,12,0.2965128742731535,0.6852394899945509,0.85565625,0.9746754111874548
in-f84c43d334944837,"Overview: Post Title:Senior Physiotherapist in Surgical Oncology Post Status:Permanent Contract DepartmentPhysiotherapy Location:Beaumont Hospital, Dublin 9 Reports to:Physiotherapy Manager in Charge III Salary:Appointment will be made in line with Government pay policy. €63,912 to €75,254 Hours of work:Full -Time 35 hours per week Closing Date: 12 noon 10/12/2025 Please note the hospital reserves the right to close the competition early should a substantial number of applications be received.Po","[""provide expert advice and guidance"", ""carry a caseload of patients"", ""attend departmental and multidisciplinary meetings"", ""record clinical and non-clinical activity data"", ""submit monthly data reports"", ""work on call rota for respiratory and orthopaedic services"", ""contribute to the development of the post"", ""guidance"", ""attend relevant departmental"", ""multidisciplinary meetings"", ""Ensure that the Physiotherapy Manager is informed on an on -going basis about matters"", ""Record clinical"", ""perform other duties""]",13,"[""Physiotherapy"", ""Oncology Service"", ""Breast surgery"", ""Radiation Oncology"", ""Ear Nose and Throat services"", ""Physiotherapists Register"", ""CORU"", ""Patient Safety Assurance Certificate (PSAC)"", ""Lymphoedema"", ""Health and Social Care Professionals Act, 2005"", ""clinical /"", ""academic"", ""respiratory and"", ""orthopaedic services"", ""M.Sc., Lymphoedema)""]",15,10,3,"{""Remember"": 1, ""Understand"": 1, ""Apply"": 7, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 3}",0.018477224985056,0.018477224985056,0.0,18,0.3166563709576924,0.6651688347895847,0.7930677655677656,0.9822253277174648
in-1d6503839195ec2e,"Marketing Operations Manager (Maternity Cover) How to Apply: Please email a cover letter and current CV to John O Connell - john@wallsproject.ie by December 12th 2025, at 5pm. Reports to: Executive Director About The Walls Project The Walls Project (TWP) is a creative arts agency known for delivering large -scale public and private outdoor artworks across Ireland and Europe.
Our mission is to connect artists, communities, and partners through dynamic public art projects that foster inclusion, cr","[""research prospective partners"", ""develop relationships with partners"", ""create compelling proposals"", ""implement marketing campaigns"", ""monitor marketing KPIs"", ""maintain CRM systems"", ""produce impact reports"", ""translate projects into narratives"", ""improve administrative processes"", ""manage scheduling and logistics"", ""Coordinate operational elements of projects"", ""coordinate supplier relationships"", ""maintain accurate records"", ""think strategically"", ""manage day-to-day delivery"", ""bring creativity to partnership development"", ""maintain attention to detail"", ""motivated"", ""creative"", ""ensuring the smooth running of organisational systems"", ""driving forward relationship -building"", ""communications"", ""business development activity."", ""organised"", ""proactive"", ""audience development"", ""administration"", ""budgeting"", ""Research"", ""identify prospective partners"", ""sponsors"", ""clients"", ""funding opportunities"", ""developing"", ""funders"", ""clients."", ""Create compelling decks"", ""proposals"", ""presentations"", ""Develop"", ""implement"", ""partnership KPIs"", ""ensuring measurable impact."", ""Assist"", ""refining"", ""communicating TWP\u2019s partnership"", ""sponsorship offers."", ""Plan"", ""promotional campaigns"", ""build awareness"", ""engagement"", ""contact management systems"", ""ensuring data accuracy"", ""Ensure the efficient running of TWP\u2019s office"", ""digital systems"", ""maintaining"", ""communication processes."", ""logistics"", ""travel arrangements for artists"", ""partners"", ""events"", ""ensure smooth delivery."", ""contractor relationships (artists"", ""Serve as the first point of contact for general enquiries"", ""contribute to organisational monitoring"", ""evaluation systems.""]",66,"[""CRM"", ""GDPR"", ""KPIs"", ""marketing campaigns"", ""partnership development"", ""budgeting"", ""logistics"", ""storytelling"", ""audience engagement"", ""administrative processes"", ""monitoring and evaluation systems"", ""administration,""]",12,54,12,"{""Remember"": 2, ""Understand"": 1, ""Apply"": 31, ""Analyze"": 9, ""Evaluate"": 1, ""Create"": 10, ""N/A"": 12}",0.1801441752308158,0.1595380911917965,0.1149043483283141,7,0.1241626501250037,0.6079082751980555,0.8448528138528139,0.888531806371701
in-180d5d9f5013f0e5,"SQL Database Administrator Location: Brunswick, GA Experience Requirements: 5 + Years of hands -on design & implementation of software and databases in Microsoft SQL Server 2012 and/or newer experience. Education Requirements: Bachelor's Degree in computer science, system analysis or a related field. Clearance Requirements: A minimum of an Active Secret Clearance/Tier 2 Investigation or higher is required to Start. Company Description LinTech Global is an award -winning, ISO 9001:2008 certified,","[""design software and databases"", ""implement software and databases"", ""administer SQL databases"", ""hands"", ""design"", ""implementation of software"", ""databases""]",7,"[""SQL"", ""Microsoft SQL Server"", ""database"", ""software"", ""system analysis"", ""Data Management"", ""Systems Integration"", ""Software Development"", ""Operations & Maintenance"", ""Microsoft"", ""Bachelor's Degree"", ""computer science,"", ""Active"", ""Secret Clearance / Tier 2 Investigation"", ""Operations""]",15,7,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 5, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 0}",0.3832830200662366,0.1664456694046755,0.3409106777036354,1,0.0,0.5792881166424143,0.8103571428571429,0.8485714285714288
in-d99aa85ea2fe516e,"Audio/Video/Lighting Technician Job Description Hours: 15 -20 weekly with additional hours required for Easter and Christmas Reports to: Audio/Video/Lighting Coordinator and Director of Music Purpose: The Audio/Video/Lighting Technician helps the church accomplish its mission through the production of creative and inspiring services, special events and regular church programs and meetings. General Description: The Audio/Video/Lighting Technician serves as part of the worship team during services","[""configure audio/video/lighting equipment"", ""operate audio/video/lighting equipment"", ""troubleshoot audio/video/lighting equipment"", ""operate soundboard for worship services"", ""operate live stream for worship services"", ""mix and manage sound for optimal levels"", ""deploy audio cables, microphones, and equipment"", ""store audio cables, microphones, and equipment"", ""manage time effectively"", ""manage multiple projects effectively"", ""seek constructive criticism"", ""receive constructive criticism"", ""configure"", ""operate"", ""troubleshoot all"", ""support various events"", ""functions."", ""Serve as soundboard operator or live stream operator for worship services"", ""mixing"", ""managing sound"", ""ensure optimal levels in room"", ""on recording / livestream."", ""carry 40 pounds"", ""Organized"", ""multiple projects effectively."", ""seeks"", ""understands strengths"", ""weaknesses.""]",28,"[""sound equipment"", ""video equipment"", ""lighting equipment"", ""livestream services"", ""recording services"", ""Midas M32"", ""Behringer X32"", ""sound,"", ""video and"", ""livestream"", ""Christmas Eve"", ""Easter"", ""Midas"", ""M32"", ""Behringer"", ""X32""]",16,23,5,"{""Remember"": 1, ""Understand"": 0, ""Apply"": 15, ""Analyze"": 2, ""Evaluate"": 5, ""Create"": 0, ""N/A"": 5}",0.0972678352249711,0.0843518609233944,0.0429141814261025,13,0.1548967228995429,0.6066938003212928,0.8233464749536178,0.9051809456812192
in-56a8dd3ef7bba863,"Benefits: Bonus based on performance Company car Competitive salary Dental insurance Employee discounts Flexible schedule Free uniforms Health insurance Opportunity for advancement Paid time off Profit sharing Training & development Jarvis Smart Homes is seeking a highly skilled Lead Technician to join our team at Jarvis Smart Homes.
The ideal candidate will have extensive experience in Wi -Fi and networking, home automation, A/V, home theater, security cameras, and alarm systems.","[""install Wi-Fi and networking systems"", ""configure home automation systems"", ""install A/V and home theater systems"", ""install security camera systems"", ""install alarm systems"", ""lead a technical team""]",6,"[""Wi-Fi"", ""networking"", ""home automation"", ""A/V"", ""home theater"", ""security cameras"", ""alarm systems"", ""home"", ""theater,""]",9,5,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 5, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 1}",0.0460576377416911,0.0355782074544607,0.0460576377416911,17,0.0,0.6687251508480001,0.7845,0.9
in-d727f90c3dad27f5,"Job Descriptions : Design, build and configure applications to meet business process and application requirements.
The candidate will need to implement enhancement analytics platforms that integrate with or extract data from SAP (key focus on API development). Technologies to focus on : 1 .
Front -end: > React framework > JavaScript & TypeScript; HTML, CSS 2 .
Back -end > Microservices architecture > Spring Boot framework (Java with proper API handling) > MS SQL > MongoDB (good to have) Candidat","[""design applications"", ""build applications"", ""configure applications"", ""implement enhancement analytics platforms"", ""integrate data from SAP"", ""extract data from SAP"", ""develop APIs"", ""handle APIs"", ""read API documentation"", ""use AI to aid coding"", ""articulate logic"", ""Design"", ""build"", ""technically"", ""done codility or hacker rank test"", ""make use of AI"", ""aid""]",17,"[""React framework"", ""JavaScript"", ""TypeScript"", ""HTML"", ""CSS"", ""Microservices architecture"", ""Spring Boot framework"", ""Java"", ""MS SQL"", ""MongoDB"", ""SAP"", ""API development"", ""Codility"", ""HackerRank"", ""API development)."", ""Back"", ""hacker"", ""rank test""]",18,16,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 8, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 7, ""N/A"": 1}",0.4014096053321423,0.3403922655799111,0.2034295919337717,3,0.3515935919501565,0.7181412410755428,0.7966764705882353,1.00229693325075
in-8caf3f09f929f54b,"Join us at Sparksoft, where we're not just another tech company—we're a catalyst for change.
Our mission isn't just to offer IT solutions; it's to revolutionize the way you work.
Here, passion isn't just a buzzword; it's the fuel behind groundbreaking ideas and transformative technologies.
We serve a wide range of government clients, delivering impact that's felt across the nation.
Our true strength lies in our people.
They're the problem -solvers and innovators consistently delivering extraordi","[""solve problems"", ""innovate solutions"", ""deliver outcomes"", ""collaborate with team"", ""foster community"", ""give back to community"", ""build new skills"", ""prepare for leadership roles"", ""assess candidate skills"", ""exercise judgment""]",10,[],0,0,10,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 10}",0.0,0.0,0.0,19,0.0,0.6387955200000001,0.8009999999999999,0.9
in-c7f2c9bd477e3cee,"JOB DESCRIPTION In this role, you’ll help shape our resiliency strategy, collaborate with diverse teams, and ensure robust compliance with regulatory and internal standards.
You’ll be part of a dynamic environment where your expertise in risk management and technology resiliency will help safeguard our business and clients.
If you’re passionate about driving operational excellence and building strong risk frameworks, this is the opportunity for you.
As a Business, Operational and Technology Resi","[""shape resiliency strategy"", ""collaborate with diverse teams"", ""ensure compliance with standards"", ""oversee design of controls and frameworks"", ""oversee implementation of controls and frameworks"", ""oversee ongoing management of controls and frameworks"", ""facilitate cross-functional collaboration"", ""drive alignment on objectives"", ""design resiliency risk scenarios"", ""propose resiliency risk scenarios"", ""support monitoring activities"", ""support testing activities"", ""perform independent control testing"", ""perform validation"", ""design controls"", ""test controls"", ""assess risk"", ""manage issues"", ""analyze complex technology issues"", ""analyze complex resiliency issues"", ""identify root causes"", ""develop mitigation strategies"", ""integrate resiliency controls into SDLC"", ""integrate resiliency controls into enterprise architecture"", ""integrate resiliency controls into change management processes"", ""analyze large datasets"", ""identify risk patterns"", ""influence stakeholders"", ""engage stakeholders"", ""work in cross-functional teams"", ""drive initiatives to completion"", ""work independently"", ""frame complex problems"", ""identify creative solutions"", ""lead resiliency testing activities"", ""adapt communication strategies"", ""adapt engagement strategies"", ""support regulatory exams"", ""support internal audits"", ""shape our resiliency strategy"", ""ensure robust compliance with regulatory"", ""internal standards."", ""driving operational excellence"", ""building strong risk frameworks"", ""oversee the design"", ""implementation"", ""risk management frameworks"", ""drive alignment on resiliency objectives."", ""Design"", ""supporting proactive risk management"", ""integrating resiliency controls"", ""communication skills"", ""influence"", ""matrixed organization."", ""Self"", ""working"", ""leading resiliency testing activities"", ""engagement strategies for diverse stakeholders.""]",58,"[""risk management"", ""technology resiliency"", ""regulatory requirements"", ""industry standards"", ""Basel"", ""NIST"", ""ISO 22301"", ""APAC-specific regulations"", ""technology resiliency frameworks"", ""chaos engineering"", ""microservices resiliency patterns"", ""SDLC"", ""enterprise architecture"", ""technology change management processes"", ""cloud-native architectural patterns"", ""hybrid architectural patterns"", ""on-premises architectural patterns"", ""secure architecture principles"", ""fault tolerance"", ""disaster recovery"", ""high availability"", ""Python"", ""automation tools"", ""CISM"", ""CRISC"", ""CISSP"", ""CBCP"", ""data analysis"", ""dashboard/reporting solutions"", ""scenario analysis"", ""tabletop exercises"", ""independent control testing"", ""validation."", ""Bachelor\u2019s degree"", ""Information Security,"", ""Computer Science,"", ""technology risk,"", ""cyber resilience,"", ""third"", ""business continuity planning"", ""financial services"", ""regulated industry,"", ""APAC"", ""cloud"", ""resiliency"", ""APAC.""]",46,40,18,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 12, ""Analyze"": 7, ""Evaluate"": 12, ""Create"": 9, ""N/A"": 18}",0.4468080700803256,0.2801329467329133,0.31476760197803,1,0.4381378644551986,0.7470703401075077,0.8316274630541871,1.0419425051332465
in-3caa280117b5f323,"Family Group: Administration STATEMENT OF PURPOSE ------------------------ You will be part of the Group Digital Health team, supporting Data Protection and Governance, and planning functions for NHG Health.
You will be supporting in driving digital health innovation through strategic commercial partnerships by identifying, negotiating, and managing collaborative agreements with technology providers and healthcare establishments.
This role is instrumental in advancing NHG's digital transformatio","[""support data protection and governance"", ""drive digital health innovation"", ""identify collaborative agreements"", ""negotiate collaborative agreements"", ""manage collaborative agreements"", ""review data protection policy"", ""update data protection policy"", ""update data protection framework"", ""strategic commercial"", ""identifying"", ""negotiating"", ""Reviewing"", ""framework""]",13,"[""data governance"", ""data protection"", ""digital health"", ""co-development"", ""pilot programs""]",5,9,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 4, ""Analyze"": 1, ""Evaluate"": 4, ""Create"": 0, ""N/A"": 4}",0.1348844211891137,0.0877290343153481,0.0828873284031723,12,0.3495300114154815,0.6613081156563969,0.8776538461538462,0.9951886186968152
