job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement
in-0d7e261a49f528ba,,conduct impact assessments,Hard,Evaluate,0.945,Very High,BERT+GPT,0.85,1.25
in-0d7e261a49f528ba,,identify risks and mitigation measures,Hard,Evaluate,0.657,Medium,GPT,0.8,1.0
in-0d7e261a49f528ba,,support procurement-related audits,Hard,Evaluate,1.0,Very High,BERT+GPT,0.87,1.29
in-0d7e261a49f528ba,,support investigations,Hard,Evaluate,0.759,Medium High,GPT,0.9,1.0
in-0d7e261a49f528ba,,identification of risks,Hard,Apply,0.526,Medium Low,BERT (standalone),0.81,0.9
in-0d7e261a49f528ba,,mitigation measures.,Hard,Evaluate,0.575,Medium Low,BERT (standalone),0.89,0.9
in-0d7e261a49f528ba,,investigations.,Hard,Apply,0.54,Medium Low,BERT (standalone),0.9,0.9
in-796fcd601edaf728,,develop detailed event schedules,Hard,Create,1.0,Very High,BERT+GPT,0.82,1.42
in-796fcd601edaf728,,manage logistical arrangements,Hard,Analyze,1.0,Very High,BERT+GPT,0.88,1.42
in-796fcd601edaf728,,ensure seamless execution of activities,Hard,Analyze,1.0,Very High,BERT+GPT,0.8,1.39
in-b172905f651fe730,,provide support,Soft,,0.637,Medium,GPT,0.81,0.9
in-60fbadd91cce1130,,analyze business processes,Hard,Analyze,0.678,Medium,GPT,0.84,0.9
in-60fbadd91cce1130,,analytical mindset,Hard,Apply,0.477,Low,BERT (standalone),0.86,0.81
in-86807195fa64a865,,collaborate with team,Soft,,0.662,Medium,GPT,0.79,0.9
in-86807195fa64a865,,improve well-being,Soft,,0.643,Medium,GPT,0.86,0.9
in-c42452e2db2e7f88,,set strategy,Soft,,0.709,Medium High,GPT,0.77,1.06
in-c42452e2db2e7f88,,execute strategy,Soft,,0.921,Very High,BERT+GPT,0.83,1.37
in-c42452e2db2e7f88,,work with customer executives,Soft,,0.863,High,BERT+GPT,0.8,1.37
in-c42452e2db2e7f88,,work with key technical leaders,Soft,,0.827,High,BERT+GPT,0.78,1.34
in-c42452e2db2e7f88,,deploy solutions,Hard,Apply,1.0,Very High,BERT+GPT,0.83,1.37
in-c42452e2db2e7f88,,set,Hard,Apply,0.548,Medium Low,BERT (standalone),0.69,0.95
in-37f866f002a4bbfb,,design enterprise data architecture,Hard,Create,0.718,Medium High,GPT,0.99,0.92
in-37f866f002a4bbfb,,optimize enterprise data architecture,Hard,Create,0.635,Medium,GPT,1.0,0.92
in-37f866f002a4bbfb,,manage enterprise data architecture,Hard,Create,0.969,Very High,BERT+GPT,0.96,1.16
in-37f866f002a4bbfb,,ensure data accessibility,Hard,Analyze,0.695,Medium,GPT,0.83,0.92
in-37f866f002a4bbfb,,ensure data security,Hard,Analyze,0.688,Medium,GPT,0.78,0.92
in-37f866f002a4bbfb,,ensure data standardization,Hard,Analyze,0.698,Medium,GPT,0.85,0.92
in-37f866f002a4bbfb,,align data with institutional goals,Hard,Apply,0.581,Medium Low,GPT,0.79,0.92
in-37f866f002a4bbfb,,design,Hard,Create,0.642,Medium,BERT (standalone),0.78,0.83
in-37f866f002a4bbfb,,optimize,Hard,Evaluate,0.65,Medium,BERT (standalone),0.84,0.83
in-37f866f002a4bbfb,,ensuring that data is accessible,Hard,Remember,0.511,Medium Low,BERT (standalone),0.77,0.83
in-37f866f002a4bbfb,,secure,Hard,Apply,0.476,Low,BERT (standalone),0.78,0.83
in-37f866f002a4bbfb,,standardized,Hard,Apply,0.488,Low,BERT (standalone),0.9,0.83
in-37f866f002a4bbfb,,strategically aligned with,Hard,Evaluate,0.519,Medium Low,BERT (standalone),0.84,0.83
in-fb5bdd0dde9b0fe7,,provide technical support,Hard,Evaluate,0.706,Medium High,GPT,0.83,0.9
in-401ce736e1358a7c,,work independently,Soft,,0.836,High,BERT+GPT,0.86,1.26
in-401ce736e1358a7c,,work in groups,Soft,,0.575,Medium Low,BERT+GPT,0.72,0.97
in-401ce736e1358a7c,,meet tight deadlines,Soft,,0.68,Medium,GPT,0.78,0.97
in-14d099e8539db923,,maintain security awareness training program,Hard,Create,0.678,Medium,GPT,0.84,0.9
in-14d099e8539db923,,Maintains the enterprise’s security awareness training program.,Hard,Create,0.505,Medium Low,BERT (standalone),0.84,0.81
in-9bf4d6d9ee1e4a14,,manage multiple projects,Soft,,0.901,Very High,BERT+GPT,0.84,1.27
in-9bf4d6d9ee1e4a14,,meet deadlines,Soft,,0.809,High,BERT+GPT,0.83,1.26
in-9bf4d6d9ee1e4a14,,work independently,Soft,,0.708,Medium High,GPT,0.86,0.99
in-9bf4d6d9ee1e4a14,,collaborate through partnership,Soft,,0.713,Medium High,GPT,0.89,0.99
in-9bf4d6d9ee1e4a14,,Effectively,Hard,Apply,0.527,Medium Low,BERT (standalone),0.9,0.89
in-e026c565f721c839,,analyze large datasets,Hard,Analyze,1.0,Very High,BERT+GPT,0.82,1.23
in-e026c565f721c839,,create bespoke client reports,Hard,Create,1.0,Very High,BERT+GPT,0.8,1.25
in-e026c565f721c839,,explore new datasets,Hard,Apply,1.0,Very High,BERT+GPT,0.79,1.24
in-e026c565f721c839,,build new algorithms,Hard,Create,1.0,Very High,BERT+GPT,0.8,1.24
in-e026c565f721c839,,provide leadership and guidance,Soft,,0.6,Medium Low,BERT+GPT,0.83,0.96
in-e026c565f721c839,,mentor and develop team members,Soft,,0.929,Very High,BERT+GPT,0.79,0.96
in-e026c565f721c839,,collaborate with Sales team,Soft,,0.897,High,BERT+GPT,0.78,0.96
in-e026c565f721c839,,deliver services to clients.,Hard,Apply,0.48,Low,BERT (standalone),0.79,0.87
in-e026c565f721c839,,guidance to a small team of Data,Soft,,0.657,Medium,BERT (standalone),0.71,0.87
in-e026c565f721c839,,mentoring,Hard,Apply,0.515,Medium Low,BERT (standalone),0.87,0.87
in-e026c565f721c839,,enhance their knowledge,Hard,Create,0.597,Medium Low,BERT (standalone),0.81,0.87
in-e026c565f721c839,,capabilities.,Hard,Apply,0.462,Low,BERT (standalone),0.9,0.87
in-3126b3e2bd2aa73f,,build initial infrastructure,Hard,Create,1.0,Very High,BERT+GPT,0.84,1.35
in-b8259726e33fe648,,operate electrical systems,Hard,Evaluate,0.598,Medium Low,GPT,0.84,0.9
in-b8259726e33fe648,,operate critical systems,Hard,Evaluate,0.596,Medium Low,GPT,0.82,0.9
in-b8259726e33fe648,,contribute to workplace efficiency,Soft,,0.64,Medium,GPT,0.83,0.9
in-6cac15dd8508d808,,empower stakeholders,Soft,,0.942,Very High,BERT+GPT,0.89,1.43
in-6cac15dd8508d808,,make informed decisions,Soft,,0.921,Very High,BERT+GPT,0.81,1.43
in-6cac15dd8508d808,,optimize processes,Soft,,0.96,Very High,BERT+GPT,0.86,1.43
in-6cac15dd8508d808,,drive strategic initiatives,Soft,,0.956,Very High,BERT+GPT,0.85,1.42
in-76bdead060a20f20,,manage work-life balance,Soft,,0.611,Medium,GPT,0.82,0.9
in-fef80d02cab372c3,,use Ubuntu/Lubuntu Linux 22.04,Hard,Apply,0.673,Medium,GPT,0.8,0.9
in-fef80d02cab372c3,,develop with C/C++,Hard,Create,0.667,Medium,GPT,0.76,0.9
in-fef80d02cab372c3,,implement Qt 5.x,Hard,Apply,0.664,Medium,GPT,0.74,0.9
in-fef80d02cab372c3,,integrate GStreamer,Hard,Create,0.682,Medium,GPT,0.87,0.9
in-fef80d02cab372c3,,"use GNU tools (GCC, GDB)",Hard,Apply,0.661,Medium,GPT,0.72,0.9
in-fef80d02cab372c3,,configure MQTT,Hard,Apply,0.672,Medium,GPT,0.8,0.9
in-fef80d02cab372c3,,implement DDS,Hard,Apply,0.67,Medium,GPT,0.78,0.9
in-fef80d02cab372c3,,use Yocto Linux,Hard,Apply,0.663,Medium,GPT,0.73,0.9
in-fef80d02cab372c3,,manage Trac,Hard,Apply,0.665,Medium,GPT,0.75,0.9
in-fef80d02cab372c3,,use SVN,Hard,Apply,0.657,Medium,GPT,0.69,0.9
in-fef80d02cab372c3,,configure Jenkins,Hard,Apply,0.678,Medium,GPT,0.84,0.9
in-fef80d02cab372c3,,manage GitLab/GitHub,Hard,Apply,0.684,Medium,GPT,0.89,0.9
in-fef80d02cab372c3,,use CMake,Hard,Apply,0.661,Medium,GPT,0.72,0.9
in-fef80d02cab372c3,,implement ROS2,Hard,Apply,0.672,Medium,GPT,0.8,0.9
in-fef80d02cab372c3,,understand Ethernet,Hard,Apply,0.576,Medium Low,GPT,0.87,0.9
in-fef80d02cab372c3,,configure TCP/IP,Hard,Apply,0.676,Medium,GPT,0.83,0.9
in-fef80d02cab372c3,,implement RTSP,Hard,Apply,0.672,Medium,GPT,0.8,0.9
in-fef80d02cab372c3,,configure IPv4,Hard,Apply,0.672,Medium,GPT,0.8,0.9
in-fef80d02cab372c3,,manage unicast,Hard,Apply,0.672,Medium,GPT,0.8,0.9
in-fef80d02cab372c3,,manage multicast,Hard,Apply,0.676,Medium,GPT,0.83,0.9
in-1a63a94df4e77b19,,perform data mining,Hard,Apply,0.668,Medium,GPT,0.77,0.9
in-82585da8e33eabc5,,develop Embodied AI algorithms,Hard,Create,1.0,Very High,GPT,0.8,1.41
in-82585da8e33eabc5,,implement Embodied AI algorithms,Hard,Apply,1.0,Very High,BERT+GPT,0.82,1.42
in-82585da8e33eabc5,,Develop,Hard,Create,0.766,Medium High,BERT (standalone),0.81,0.99
in-c56a7bc141ff46a7,,coordinate services,Soft,,0.645,Medium,GPT,0.87,0.9
in-c56a7bc141ff46a7,,manage cases,Soft,,0.631,Medium,GPT,0.77,0.9
in-c56a7bc141ff46a7,,support caregivers,Soft,,0.643,Medium,GPT,0.86,0.9
in-c56a7bc141ff46a7,,connect community living,Soft,,0.639,Medium,GPT,0.82,0.9
in-6055370b483ace56,,analyze data,Hard,Analyze,0.667,Medium,GPT,0.77,0.9
in-6055370b483ace56,,prepare complex data for target groups,Hard,Apply,0.667,Medium,GPT,0.77,0.9
in-6055370b483ace56,,communicate ideas,Soft,,0.641,Medium,GPT,0.84,0.9
in-6055370b483ace56,,collaborate with team,Soft,,0.662,Medium,GPT,0.79,0.9
in-6055370b483ace56,,adapt to change,Soft,,0.627,Medium,GPT,0.73,0.9
in-6055370b483ace56,,solve problems,Soft,,0.635,Medium,GPT,0.8,0.9
in-6055370b483ace56,,work independently,Soft,,0.55,Medium Low,BERT+GPT,0.88,0.9
in-6055370b483ace56,,work in a structured manner,Soft,,0.628,Medium,GPT,0.74,0.9
in-6055370b483ace56,,be result-oriented,Soft,,0.643,Medium,GPT,0.86,0.9
in-6055370b483ace56,,analytical and,Hard,Apply,0.454,Low,BERT (standalone),0.8,0.81
in-6055370b483ace56,,conceptual thinking skills.,Hard,Apply,0.407,Low,BERT (standalone),0.85,0.81
in-6055370b483ace56,,attention to detail,Hard,Understand,0.59,Medium Low,BERT (standalone),0.77,0.81
in-6055370b483ace56,,prepare complex data in an understandable way,Hard,Apply,0.586,Medium Low,BERT (standalone),0.77,0.81
in-6055370b483ace56,,communication skills,Soft,,0.693,Medium,BERT (standalone),0.89,0.81
in-6055370b483ace56,,persuasiveness,Hard,Apply,0.484,Low,BERT (standalone),0.9,0.81
in-6055370b483ace56,,structured,Hard,Analyze,0.523,Medium Low,BERT (standalone),0.9,0.81
in-6055370b483ace56,,result,Hard,Apply,0.469,Low,BERT (standalone),0.78,0.81
in-6055370b483ace56,,-oriented working style.,Hard,Apply,0.382,Very Low,BERT (standalone),0.82,0.81
in-6055370b483ace56,,Team player,Soft,,0.638,Medium,BERT (standalone),0.75,0.81
in-6055370b483ace56,,Adaptability,Hard,Apply,0.429,Low,BERT (standalone),0.9,0.81
in-6055370b483ace56,,problem solving mindset.,Hard,Apply,0.391,Very Low,BERT (standalone),0.82,0.81
in-6055370b483ace56,,Curiosity,Hard,Apply,0.451,Low,BERT (standalone),0.87,0.81
in-7eaa17ee70c504a5,,learn new skills,Soft,,0.628,Medium,GPT,0.74,0.9
in-7eaa17ee70c504a5,,develop your career,Soft,,0.632,Medium,GPT,0.77,0.9
in-c2f9d84c98c31d92,,provide architectural leadership,Soft,,0.88,High,BERT+GPT,0.89,1.28
in-c2f9d84c98c31d92,,design SharePoint environments,Hard,Create,0.754,Medium High,GPT,0.88,0.99
in-c2f9d84c98c31d92,,deploy SharePoint environments,Hard,Apply,0.754,Medium High,GPT,0.88,0.99
in-c2f9d84c98c31d92,,ensure scalability,Hard,Analyze,1.0,Very High,BERT+GPT,0.86,1.25
in-c2f9d84c98c31d92,,ensure robust security,Hard,Analyze,1.0,Very High,BERT+GPT,0.81,1.27
in-c2f9d84c98c31d92,,ensure high performance,Hard,Analyze,0.743,Medium High,GPT,0.81,0.99
in-c2f9d84c98c31d92,,high performance.,Hard,Apply,0.572,Medium Low,BERT (standalone),0.84,0.89
in-2ce72a5ebfa33b22,,"deliver authentic, high-quality German content",Hard,Apply,0.863,High,BERT+GPT,0.82,1.24
in-2ce72a5ebfa33b22,,diagnose bottlenecks,Hard,Analyze,1.0,Very High,BERT+GPT,0.89,1.28
in-2ce72a5ebfa33b22,,flag blockers,Hard,Apply,0.993,Very High,BERT+GPT,0.78,1.28
in-2ce72a5ebfa33b22,,work with the team to raise standards,Soft,,0.718,Medium High,GPT,0.73,0.99
in-2ce72a5ebfa33b22,,improve processes,Hard,Create,0.744,Medium High,GPT,0.84,0.99
in-2ce72a5ebfa33b22,,embrace and help drive transformation toward AI-powered localisation,Hard,Apply,0.949,Very High,BERT+GPT,0.82,1.26
in-2ce72a5ebfa33b22,,support colleagues,Soft,,0.874,High,BERT+GPT,0.88,1.27
in-2ce72a5ebfa33b22,,share ideas,Soft,,0.824,High,BERT+GPT,0.77,1.27
in-2ce72a5ebfa33b22,,contribute to a culture of continuous learning and improvement,Soft,,0.807,High,BERT+GPT,0.78,1.26
in-2ce72a5ebfa33b22,,deliver authentic,Hard,Apply,0.435,Low,BERT (standalone),0.84,0.89
in-2ce72a5ebfa33b22,,player,Hard,Apply,0.315,Very Low,BERT (standalone),0.78,0.89
in-2ce72a5ebfa33b22,,work with the team,Soft,,0.72,Medium High,BERT (standalone),0.71,0.89
in-2ce72a5ebfa33b22,,raise standards,Hard,Apply,0.517,Medium Low,BERT (standalone),0.81,0.89
in-2ce72a5ebfa33b22,,embrace,Hard,Apply,0.508,Medium Low,BERT (standalone),0.81,0.89
in-2ce72a5ebfa33b22,,looking for smarter,Hard,Apply,0.517,Medium Low,BERT (standalone),0.77,0.89
in-2ce72a5ebfa33b22,,faster ways to work.,Hard,Apply,0.513,Medium Low,BERT (standalone),0.73,0.89
in-2ce72a5ebfa33b22,,improvement.,Hard,Create,0.568,Medium Low,BERT (standalone),0.9,0.89
in-f3f19a28ae3e8ca8,,provide technical support,Hard,Evaluate,1.0,Very High,BERT+GPT,0.85,1.27
in-f3f19a28ae3e8ca8,,tailor solutions,Hard,Apply,0.656,Medium,GPT,0.83,0.99
in-8ff3cb754ea89454,,create open world games,Hard,Create,0.665,Medium,GPT,0.75,0.9
in-8ff3cb754ea89454,,develop action RPGs,Hard,Create,0.668,Medium,GPT,0.77,0.9
in-19645b80a73af969,,perform microbiological tests,Hard,Evaluate,1.0,Very High,BERT+GPT,0.83,1.33
in-19645b80a73af969,,support validation activities,Hard,Evaluate,1.0,Very High,BERT+GPT,0.89,1.34
in-19645b80a73af969,,maintain documentation standards,Hard,Analyze,1.0,Very High,BERT+GPT,0.86,1.33
in-19645b80a73af969,,ensure compliance,Soft,,0.676,Medium,BERT+GPT,0.87,1.04
in-d435ca8befe41655,,manage team,Soft,,0.861,High,BERT+GPT,0.74,0.9
in-d435ca8befe41655,,construct project,Hard,Create,0.707,Medium High,GPT,0.84,0.9
in-d435ca8befe41655,,manage administrative aspects,Soft,,0.617,Medium,GPT,0.87,0.9
in-d435ca8befe41655,,manage technical aspects,Soft,,0.611,Medium,GPT,0.82,0.9
in-d435ca8befe41655,,cost engineers.,Hard,Create,0.515,Medium Low,BERT (standalone),0.81,0.81
in-4f28aef42ed3e602,,availability,Hard,Apply,0.288,Very Low,BERT (standalone),0.9,0.81
in-4f28aef42ed3e602,,address time -sensitive or urgent operational needs.,Hard,Apply,0.478,Low,BERT (standalone),0.8,0.81
in-2fd5dcf7c05a3ab3,,lead the production of reporting,Hard,Understand,1.0,Very High,BERT+GPT,0.78,1.28
in-2fd5dcf7c05a3ab3,,conduct ad-hoc analysis,Hard,Apply,0.629,Medium,GPT,0.81,1.0
in-e1e5e5599d94d622,,inspire learning,Soft,,0.639,Medium,GPT,0.83,0.9
in-e1e5e5599d94d622,,transform teaching,Soft,,0.643,Medium,GPT,0.86,0.9
in-e1e5e5599d94d622,,advance research,Soft,,0.639,Medium,GPT,0.83,0.9
in-aedafc26ebb315f5,,establish working relationships,Soft,,0.744,Medium High,GPT,0.89,0.99
in-aedafc26ebb315f5,,maintain working relationships,Soft,,1.0,Very High,BERT+GPT,0.86,1.26
in-aedafc26ebb315f5,,establish,Hard,Apply,0.533,Medium Low,BERT (standalone),0.87,0.89
in-8393796e4e09484b,,use Kubernetes,Hard,Apply,0.672,Medium,GPT,0.8,0.9
in-8393796e4e09484b,,engineer Linux-based platforms,Hard,Create,0.684,Medium,GPT,0.88,0.9
in-7dc59953a5dee179,,collaborate with health care professionals,Soft,,0.855,High,BERT+GPT,0.82,1.29
in-7dc59953a5dee179,,be aware of hospital policies and procedures,Hard,Apply,0.624,Medium,GPT,0.76,1.0
in-b0d3c1aaf3f350b4,,design multi-disciplinary projects,Hard,Create,0.949,Very High,GPT,0.9,1.24
in-b0d3c1aaf3f350b4,,program multi-disciplinary projects,Hard,Create,0.755,Medium High,GPT,0.9,0.99
in-b0d3c1aaf3f350b4,,deliver multi-disciplinary projects,Hard,Apply,0.975,Very High,BERT+GPT,0.84,1.26
in-b0d3c1aaf3f350b4,,collaborate with engineering team,Soft,,0.734,Medium High,GPT,0.83,0.99
in-b0d3c1aaf3f350b4,,design,Hard,Create,0.685,Medium,BERT (standalone),0.78,0.89
in-b0d3c1aaf3f350b4,,program,Hard,Create,0.689,Medium,BERT (standalone),0.81,0.89
in-9574292c6ff34f48,,build gaming community,Hard,Create,0.672,Medium,GPT,0.8,0.9
in-2bfe80c191b2c974,,adapt to change,Soft,,0.627,Medium,GPT,0.73,0.9
in-2bfe80c191b2c974,,solve problems,Soft,,0.635,Medium,GPT,0.8,0.9
in-2bfe80c191b2c974,,adaptable,Hard,Apply,0.499,Low,BERT (standalone),0.87,0.81
in-2bfe80c191b2c974,,problem,Hard,Apply,0.41,Low,BERT (standalone),0.81,0.81
in-2bfe80c191b2c974,,-solving skills.,Hard,Apply,0.406,Low,BERT (standalone),0.83,0.81
in-2843eb4717d3486e,,identify technology and cybersecurity risks,Hard,Analyze,0.828,High,BERT+GPT,0.85,0.98
in-2843eb4717d3486e,,assess potential impacts,Hard,Evaluate,1.0,Very High,BERT+GPT,0.83,1.27
in-2843eb4717d3486e,,engage with technology leaders,Soft,,0.806,High,BERT+GPT,0.8,1.24
in-2843eb4717d3486e,,enhancing,Hard,Apply,0.412,Low,BERT (standalone),0.87,0.88
in-2843eb4717d3486e,,identifying potential technology,Hard,Analyze,0.569,Medium Low,BERT (standalone),0.9,0.88
in-257621078d00cd1f,,prepare resume,Soft,,0.635,Medium,GPT,0.8,0.9
in-257621078d00cd1f,,submit resume,Soft,,0.633,Medium,GPT,0.78,0.9
in-257621078d00cd1f,,describe background experience,Soft,,0.647,Medium,GPT,0.88,0.9
in-f34750e573ab1f6b,,improve efficiency of business functions,Hard,Create,0.675,Medium,GPT,0.82,0.9
in-c499b72107dbec56,,host sessions,Soft,,0.633,Medium,GPT,0.78,0.9
in-c499b72107dbec56,,champion data protection,Soft,,0.639,Medium,GPT,0.82,0.9
in-fbab4fdec3b3a6f7,,use office software,Hard,Apply,0.697,Medium,GPT,0.77,0.9
in-fbab4fdec3b3a6f7,,demonstrate suitability for position,Soft,,0.614,Medium,GPT,0.85,0.9
in-4118eeb4a097c9b6,,maintain communication channels,Soft,,1.0,Very High,BERT+GPT,0.9,1.0
in-4118eeb4a097c9b6,,ensure alignment,Soft,,0.922,Very High,BERT+GPT,0.83,1.3
in-4118eeb4a097c9b6,,reduce operational risk,Soft,,0.72,Medium High,BERT+GPT,0.83,1.16
in-4118eeb4a097c9b6,,reduce regional risk,Soft,,0.818,High,BERT+GPT,0.79,1.27
in-4118eeb4a097c9b6,,Maintain consistent,Hard,Analyze,0.708,Medium High,BERT (standalone),0.87,0.9
in-58296bf795b16597,,encourage honest feedback,Soft,,0.64,Medium,GPT,0.83,0.9
in-58296bf795b16597,,adapt to hybrid working,Soft,,0.629,Medium,GPT,0.75,0.9
in-58296bf795b16597,,work in a fast-paced environment,Soft,,0.632,Medium,GPT,0.77,0.9
in-e057b9be073de15d,,develop instructional content,Hard,Create,0.682,Medium,GPT,0.87,0.9
in-e057b9be073de15d,,teach instructional content,Hard,Apply,0.643,Medium,BERT+GPT,0.83,0.9
in-e057b9be073de15d,,work with databases,Hard,Apply,0.564,Medium Low,GPT,0.77,0.9
in-e057b9be073de15d,,write instructional content,Hard,Create,0.679,Medium,GPT,0.85,0.9
in-e057b9be073de15d,,educate general audience,Soft,,0.639,Medium,GPT,0.82,0.9
in-e057b9be073de15d,,program in contemporary languages,Hard,Create,0.676,Medium,GPT,0.83,0.9
in-e057b9be073de15d,,prototyping,Hard,Apply,0.359,Very Low,BERT (standalone),0.9,0.81
in-e057b9be073de15d,,writing,Hard,Apply,0.425,Low,BERT (standalone),0.81,0.81
in-1715a87f4bf3642a,,solve difficult development problems,Hard,Create,1.0,Very High,BERT+GPT,0.85,1.32
in-1715a87f4bf3642a,,achieve engineering goals,Hard,Create,0.701,Medium High,GPT,0.83,1.01
in-1715a87f4bf3642a,,strive to achieve business objectives,Soft,,0.8,High,BERT+GPT,0.82,1.28
in-1715a87f4bf3642a,,document results of applied work processes,Hard,Apply,1.0,Very High,BERT+GPT,0.79,1.31
in-1715a87f4bf3642a,,apply technical standards,Hard,Apply,0.795,Medium High,GPT,0.83,1.01
in-1715a87f4bf3642a,,Strives,Hard,Apply,0.449,Low,BERT (standalone),0.81,0.91
in-1715a87f4bf3642a,,engineering objectives,Hard,Create,0.586,Medium Low,BERT (standalone),0.9,0.91
in-48574db3e92162b2,,create a vibrant workplace,Soft,,0.632,Medium,GPT,0.77,0.9
in-48574db3e92162b2,,ensure inclusivity,Soft,,0.643,Medium,GPT,0.86,0.9
in-48574db3e92162b2,,value everyone’s voice,Soft,,0.636,Medium,GPT,0.8,0.9
in-9187a0b4bd58ea70,,learn and adapt on the go,Soft,,0.666,Medium,GPT,0.7,0.96
in-9187a0b4bd58ea70,,work autonomously,Soft,,0.812,High,BERT+GPT,0.85,1.24
in-9187a0b4bd58ea70,,learn,Hard,Apply,0.504,Medium Low,BERT (standalone),0.75,0.87
in-9187a0b4bd58ea70,,adapt on the go,Hard,Apply,0.654,Medium,BERT (standalone),0.69,0.87
in-9b61c9bfa3eaca33,,foster inclusive culture,Soft,,0.639,Medium,GPT,0.82,0.9
in-9b61c9bfa3eaca33,,drive positive change,Soft,,0.635,Medium,GPT,0.79,0.9
in-3c380871b5d18631,,evolve to enable success,Soft,,0.63,Medium,GPT,0.76,0.9
in-eba139b9e972d191,,manage self,Soft,,0.662,Medium,GPT,0.75,0.95
in-eba139b9e972d191,,collaborate with others,Soft,,0.671,Medium,GPT,0.81,0.95
in-eba139b9e972d191,,share knowledge,Soft,,0.834,High,BERT+GPT,0.83,1.23
in-eba139b9e972d191,,demonstrate expertise,Soft,,0.683,Medium,GPT,0.9,0.95
in-eba139b9e972d191,,show humility,Soft,,0.711,Medium High,BERT+GPT,0.81,1.2
in-eba139b9e972d191,,demonstrate curiosity,Soft,,0.683,Medium,GPT,0.9,0.95
in-eba139b9e972d191,,self,Hard,Apply,0.494,Low,BERT (standalone),0.72,0.85
in-eba139b9e972d191,,-managed,Hard,Apply,0.541,Medium Low,BERT (standalone),0.84,0.85
in-eba139b9e972d191,,collaborative,Hard,Apply,0.503,Medium Low,BERT (standalone),0.9,0.85
in-eba139b9e972d191,,transparent about their process,Hard,Apply,0.464,Low,BERT (standalone),0.81,0.85
in-eba139b9e972d191,,generous,Hard,Apply,0.473,Low,BERT (standalone),0.84,0.85
in-eba139b9e972d191,,curiosity,Hard,Apply,0.418,Low,BERT (standalone),0.87,0.85
in-5c2bc5badf88e61a,,develop operations strategies,Hard,Create,0.682,Medium,GPT,0.87,0.9
in-5c2bc5badf88e61a,,deploy operations strategies,Hard,Evaluate,0.601,Medium,GPT,0.86,0.9
in-5c2bc5badf88e61a,,lead enterprise-wide initiatives,Soft,,0.649,Medium,GPT,0.9,0.9
in-527f2e805581f962,,collaborate with team,Soft,,0.662,Medium,GPT,0.79,0.9
in-527f2e805581f962,,shape the future of advertising,Soft,,0.631,Medium,GPT,0.76,0.9
in-527f2e805581f962,,make a real impact,Soft,,0.624,Medium,GPT,0.71,0.9
in-fa00476b0750a1e6,,improve access to health and social care,Soft,,0.629,Medium,GPT,0.75,0.9
in-fa00476b0750a1e6,,reduce demand on secondary care services,Soft,,0.633,Medium,GPT,0.78,0.9
in-d79bf8f0b62e67e4,,collaborate with team,Soft,,0.662,Medium,GPT,0.79,0.9
in-d79bf8f0b62e67e4,,foster productive culture,Soft,,0.64,Medium,GPT,0.83,0.9
in-6cc4ecefbbb61daa,,create diverse and inclusive environment,Soft,,0.638,Medium,GPT,0.82,0.9
in-6cc4ecefbbb61daa,,bring whole selves to work,Soft,,0.627,Medium,GPT,0.73,0.9
in-1de4c280c49af651,,understand IT support,Hard,Evaluate,0.671,Medium,GPT,0.79,0.9
in-84ea3ef204012534,,create new tools,Hard,Create,1.0,Very High,BERT+GPT,0.74,1.3
in-84ea3ef204012534,,work with existing software programs,Hard,Create,0.687,Medium,GPT,0.79,1.0
in-0e64583d75b1a797,,create technical roadmaps,Hard,Create,1.0,Very High,BERT+GPT,0.83,1.43
in-0e64583d75b1a797,,drive production level projects,Hard,Apply,1.0,Very High,BERT+GPT,0.81,1.43
in-318f66ca610a8a60,,uncover and prioritize opportunities,Soft,,0.725,Medium High,BERT+GPT,0.87,0.98
in-318f66ca610a8a60,,address real customer needs,Soft,,0.692,Medium,GPT,0.78,0.98
in-318f66ca610a8a60,,integrate capabilities across cloud platform,Hard,Create,1.0,Very High,BERT+GPT,0.83,1.27
in-318f66ca610a8a60,,identify synergies,Soft,,0.882,High,BERT+GPT,0.88,1.28
in-318f66ca610a8a60,,optimize cross-platform integration,Hard,Evaluate,1.0,Very High,BERT+GPT,0.89,1.27
in-318f66ca610a8a60,,uncover,Hard,Apply,0.507,Medium Low,BERT (standalone),0.81,0.89
in-318f66ca610a8a60,,ensuing solutions are addressing real customer needs.,Hard,Apply,0.506,Medium Low,BERT (standalone),0.8,0.89
in-318f66ca610a8a60,,Adopt a holistic approach,Hard,Remember,0.558,Medium Low,BERT (standalone),0.77,0.89
in-37ad90121ae79f03,,create high-end presentations,Soft,,0.645,Medium,GPT,0.87,0.9
in-37ad90121ae79f03,,develop modern presentations,Soft,,0.644,Medium,GPT,0.86,0.9
in-37ad90121ae79f03,,design strategic presentations,Soft,,0.647,Medium,GPT,0.88,0.9
in-5d30db0ad46fe1ed,,implement Tagetik,Hard,Apply,0.692,Medium,GPT,0.84,0.92
in-5d30db0ad46fe1ed,,develop Tagetik,Hard,Create,0.687,Medium,GPT,0.81,0.92
in-5d30db0ad46fe1ed,,configure Tagetik,Hard,Apply,0.692,Medium,GPT,0.84,0.92
in-5d30db0ad46fe1ed,,build Tagetik processes & workflows,Hard,Create,1.0,Very High,BERT+GPT,0.81,1.17
in-5d30db0ad46fe1ed,,process Tagetik Dimension and data,Hard,Understand,0.603,Medium,GPT,0.78,0.92
