job_id,date_posted,knowledge,confidence_score,confidence_tier,source,run_id
in-86ca9b8476dfb58f,,crypto exchange,0.75,Medium High,GPT,results_run1
in-86ca9b8476dfb58f,,trading tools,0.75,Medium High,GPT,results_run1
in-86ca9b8476dfb58f,,spot trading,0.75,Medium High,GPT,results_run1
in-86ca9b8476dfb58f,,yield generation,0.75,Medium High,GPT,results_run1
in-86ca9b8476dfb58f,,compliance,0.75,Medium High,GPT,results_run1
in-86ca9b8476dfb58f,,security,0.75,Medium High,GPT,results_run1
in-a6f8576a187e1494,,engineering,0.75,Medium High,GPT,results_run1
in-a6f8576a187e1494,,maintenance,0.75,Medium High,GPT,results_run1
in-a6f8576a187e1494,,infrastructure,0.75,Medium High,GPT,results_run1
in-a6f8576a187e1494,,security,0.75,Medium High,GPT,results_run1
in-a6f8576a187e1494,,accommodation,0.75,Medium High,GPT,results_run1
in-a6f8576a187e1494,,cleansing,0.75,Medium High,GPT,results_run1
in-a6f8576a187e1494,,porterage,0.75,Medium High,GPT,results_run1
in-a6f8576a187e1494,,catering,0.75,Medium High,GPT,results_run1
in-a6f8576a187e1494,,hospitality,0.75,Medium High,GPT,results_run1
in-940f0a6ba1679903,,Java,0.75,Medium High,GPT,results_run1
in-940f0a6ba1679903,,JavaScript,0.823,High,BERT+GPT,results_run1
in-940f0a6ba1679903,,HTML,0.821,High,BERT+GPT,results_run1
in-940f0a6ba1679903,,PHP,0.823,High,BERT+GPT,results_run1
in-940f0a6ba1679903,,C#,0.75,Medium High,GPT,results_run1
in-940f0a6ba1679903,,C,0.532,Medium Low,BERT (standalone),results_run1
in-940f0a6ba1679903,,#),0.532,Medium Low,BERT (standalone),results_run1
in-0081cf939c09faad,,Capital Markets,0.831,High,BERT+GPT,results_run1
in-0081cf939c09faad,,IT Delivery 6,0.831,High,BERT+GPT,results_run1
in-583102a545c0e3f4,,on-premise AI services,0.822,High,BERT+GPT,results_run1
in-583102a545c0e3f4,,AI ethics,0.828,High,BERT+GPT,results_run1
in-583102a545c0e3f4,,fairness,0.823,High,BERT+GPT,results_run1
in-583102a545c0e3f4,,bias testing methodologies,0.829,High,BERT+GPT,results_run1
in-583102a545c0e3f4,,test-driven development (TDD),0.75,Medium High,GPT,results_run1
in-583102a545c0e3f4,,behavior-driven development (BDD),0.75,Medium High,GPT,results_run1
in-583102a545c0e3f4,,AI projects,0.828,High,BERT+GPT,results_run1
in-583102a545c0e3f4,,on,0.532,Medium Low,BERT (standalone),results_run1
in-583102a545c0e3f4,,AI,0.532,Medium Low,BERT (standalone),results_run1
in-583102a545c0e3f4,,test,0.532,Medium Low,BERT (standalone),results_run1
in-583102a545c0e3f4,,-driven development,0.532,Medium Low,BERT (standalone),results_run1
in-583102a545c0e3f4,,behavior,0.532,Medium Low,BERT (standalone),results_run1
in-583102a545c0e3f4,,-driven development,0.532,Medium Low,BERT (standalone),results_run1
in-f7b790999cd17de3,,marketing analytics,0.826,High,BERT+GPT,results_run1
in-f7b790999cd17de3,,campaign measurement,0.831,High,BERT+GPT,results_run1
in-f7b790999cd17de3,,predictive AI personalisation,0.83,High,BERT+GPT,results_run1
in-85920e7409a3406c,,EMTP,0.75,Medium High,GPT,results_run1
in-5766342c84e34507,,data,0.75,Medium High,GPT,results_run1
in-5766342c84e34507,,analytics,0.75,Medium High,GPT,results_run1
in-5766342c84e34507,,software,0.75,Medium High,GPT,results_run1
in-f5f6450864422784,,power,0.831,High,BERT+GPT,results_run1
in-f5f6450864422784,,renewables,0.831,High,BERT+GPT,results_run1
in-8e2ed7ded0bbcfe6,,Chrome,0.75,Medium High,GPT,results_run1
in-8e2ed7ded0bbcfe6,,open source,0.75,Medium High,GPT,results_run1
in-8e2ed7ded0bbcfe6,,web ecosystem,0.75,Medium High,GPT,results_run1
in-8e2ed7ded0bbcfe6,,speed,0.75,Medium High,GPT,results_run1
in-8e2ed7ded0bbcfe6,,simplicity,0.75,Medium High,GPT,results_run1
in-8e2ed7ded0bbcfe6,,security,0.75,Medium High,GPT,results_run1
in-a87116aec60906e5,,technology software,0.75,Medium High,GPT,results_run1
in-a87116aec60906e5,,hardware,0.75,Medium High,GPT,results_run1
in-a87116aec60906e5,,technology software and hardware.,0.532,Medium Low,BERT (standalone),results_run1
in-9b25dd495ccd093c,,télécommunications hyper-résilientes,0.75,Medium High,GPT,results_run1
in-9b25dd495ccd093c,,jumeaux numériques,0.75,Medium High,GPT,results_run1
in-9b25dd495ccd093c,,cybersécurité,0.75,Medium High,GPT,results_run1
in-9b25dd495ccd093c,,robotique en essaim,0.75,Medium High,GPT,results_run1
in-9b25dd495ccd093c,,UAV VTOL,0.75,Medium High,GPT,results_run1
in-9b25dd495ccd093c,,plateformes HAPS,0.75,Medium High,GPT,results_run1
in-9b25dd495ccd093c,,quadricoptères intercepteurs,0.75,Medium High,GPT,results_run1
in-9b25dd495ccd093c,,edge computing,0.75,Medium High,GPT,results_run1
in-65679dfeae9878d6,,Python,0.825,High,BERT+GPT,results_run1
in-65679dfeae9878d6,,Golang,0.829,High,BERT+GPT,results_run1
in-65679dfeae9878d6,,Shell,0.827,High,BERT+GPT,results_run1
in-65679dfeae9878d6,,Java,0.826,High,BERT+GPT,results_run1
in-65679dfeae9878d6,,JavaScript,0.75,Medium High,GPT,results_run1
in-65679dfeae9878d6,,JavaScript.,0.532,Medium Low,BERT (standalone),results_run1
in-89d8de808d2ba179,,IT Support,0.826,High,BERT+GPT,results_run1
in-89d8de808d2ba179,,Business Systems Specialist,0.829,High,BERT+GPT,results_run1
in-89d8de808d2ba179,,Cybersecurity Analyst,0.831,High,BERT+GPT,results_run1
in-7c01213fa95e657c,,phishing simulations,0.829,High,BERT+GPT,results_run1
in-7c01213fa95e657c,,security awareness operations,0.83,High,BERT+GPT,results_run1
in-7c01213fa95e657c,,structured incident tracking,0.75,Medium High,GPT,results_run1
in-7c01213fa95e657c,,exception tracking,0.75,Medium High,GPT,results_run1
in-7c01213fa95e657c,,structured incident / exception tracking.,0.532,Medium Low,BERT (standalone),results_run1
in-bfbf69f0618dad81,,brand marketing,0.75,Medium High,GPT,results_run1
in-bfbf69f0618dad81,,messaging,0.75,Medium High,GPT,results_run1
in-bfbf69f0618dad81,,"brand marketing / messaging,",0.532,Medium Low,BERT (standalone),results_run1
in-62c3ab1e621b5200,,monitoring dashboards,0.75,Medium High,GPT,results_run1
in-62c3ab1e621b5200,,alerting systems,0.75,Medium High,GPT,results_run1
in-62c3ab1e621b5200,,SLA compliance,0.75,Medium High,GPT,results_run1
in-f6a6cf7c36897a65,,analytique de données,0.75,Medium High,GPT,results_run1
in-f6a6cf7c36897a65,,feedback organisationnel,0.75,Medium High,GPT,results_run1
in-f6a6cf7c36897a65,,vérification des antécédents,0.75,Medium High,GPT,results_run1
in-f6a6cf7c36897a65,,références,0.75,Medium High,GPT,results_run1
in-f531d5bb532dec73,,SDKs,0.75,Medium High,GPT,results_run1
in-f531d5bb532dec73,,CLIs,0.828,High,BERT+GPT,results_run1
in-f531d5bb532dec73,,APIs,0.75,Medium High,GPT,results_run1
in-f531d5bb532dec73,,shared services,0.75,Medium High,GPT,results_run1
in-d66059187f1c0954,,sustainability,0.75,Medium High,GPT,results_run1
in-d66059187f1c0954,,corporate responsibility,0.75,Medium High,GPT,results_run1
in-d66059187f1c0954,,environmentally conscious production methods,0.75,Medium High,GPT,results_run1
in-76e544a77693a659,,Cryptocurrency,0.75,Medium High,GPT,results_run1
in-c53085a5655a4fdd,,Docker,0.831,High,BERT+GPT,results_run1
in-c53085a5655a4fdd,,Kubernetes,0.826,High,BERT+GPT,results_run1
in-c53085a5655a4fdd,,Docker Swarm,0.75,Medium High,GPT,results_run1
in-c53085a5655a4fdd,,containerization technologies,0.532,Medium Low,BERT (standalone),results_run1
in-c53085a5655a4fdd,,container orchestration platforms,0.532,Medium Low,BERT (standalone),results_run1
in-c53085a5655a4fdd,,"Swarm,",0.532,Medium Low,BERT (standalone),results_run1
in-7b6b42edb97c93e4,,workplace discrimination rights,0.75,Medium High,GPT,results_run1
in-7b6b42edb97c93e4,,Transparency in Coverage Act,0.75,Medium High,GPT,results_run1
in-7b6b42edb97c93e4,,Candidate AI Usage Policy,0.75,Medium High,GPT,results_run1
in-f1e1eba237cd3786,,Value Analysis,0.831,High,BERT+GPT,results_run1
in-cea0b35311edf688,,finance,0.826,High,BERT+GPT,results_run1
in-cea0b35311edf688,,sales and distribution,0.829,High,BERT+GPT,results_run1
in-cea0b35311edf688,,asset recovery,0.828,High,BERT+GPT,results_run1
in-cea0b35311edf688,,service delivery,0.826,High,BERT+GPT,results_run1
in-cea0b35311edf688,,increasingly,0.532,Medium Low,BERT (standalone),results_run1
in-66d01977ee1070c9,,Headspace,0.75,Medium High,GPT,results_run1
in-66d01977ee1070c9,,BetterHelp,0.75,Medium High,GPT,results_run1
in-5eb8e92ba60f81ef,,lineage capture,0.827,High,BERT+GPT,results_run1
in-5eb8e92ba60f81ef,,ingestion,0.75,Medium High,GPT,results_run1
in-5eb8e92ba60f81ef,,transformation,0.75,Medium High,GPT,results_run1
in-5eb8e92ba60f81ef,,visualization layers,0.75,Medium High,GPT,results_run1
in-5eb8e92ba60f81ef,,cross-platform lineage visualization tools,0.829,High,BERT+GPT,results_run1
in-5eb8e92ba60f81ef,,"ingestion, transformation, and visualization layers;",0.532,Medium Low,BERT (standalone),results_run1
in-5eb8e92ba60f81ef,,cross,0.532,Medium Low,BERT (standalone),results_run1
in-7b6a10b5d6a946c9,,energy audits,0.75,Medium High,GPT,results_run1
in-7b6a10b5d6a946c9,,demand assessment,0.75,Medium High,GPT,results_run1
in-7b6a10b5d6a946c9,,system resilience,0.75,Medium High,GPT,results_run1
in-7b6a10b5d6a946c9,,utilities consultancy,0.75,Medium High,GPT,results_run1
in-7b6a10b5d6a946c9,,sustainable electrical engineering,0.75,Medium High,GPT,results_run1
in-a93b3c0c0a370acc,,Supply Chain Systems,0.75,Medium High,GPT,results_run1
in-67842abc0be445e1,,technical leadership,0.827,High,BERT+GPT,results_run1
in-67842abc0be445e1,,requirements analysis,0.827,High,BERT+GPT,results_run1
in-67842abc0be445e1,,design rigor,0.827,High,BERT+GPT,results_run1
in-67842abc0be445e1,,customer & stakeholder engagement,0.83,High,BERT+GPT,results_run1
in-54e063fd50a9b2b3,,Containers,0.831,High,BERT+GPT,results_run1
in-54e063fd50a9b2b3,,Cloud,0.83,High,BERT+GPT,results_run1
in-54e063fd50a9b2b3,,Docker,0.75,Medium High,GPT,results_run1
in-54e063fd50a9b2b3,,Kubernetes,0.827,High,BERT+GPT,results_run1
in-54e063fd50a9b2b3,,Software reliability engineering,0.82,High,BERT+GPT,results_run1
in-54e063fd50a9b2b3,,Metrics tracking,0.831,High,BERT+GPT,results_run1
in-54e063fd50a9b2b3,,+,0.532,Medium Low,BERT (standalone),results_run1
in-ed5862bc30f68a14,,Daptiv,0.75,Medium High,GPT,results_run1
in-ed5862bc30f68a14,,SharePoint,0.75,Medium High,GPT,results_run1
in-ed5862bc30f68a14,,data models,0.75,Medium High,GPT,results_run1
in-ed5862bc30f68a14,,data lake architecture,0.75,Medium High,GPT,results_run1
in-ed5862bc30f68a14,,SharePoint site,0.532,Medium Low,BERT (standalone),results_run1
in-704f9dd3555cbdb2,,media design,0.826,High,BERT+GPT,results_run1
in-704f9dd3555cbdb2,,mockups,0.824,High,BERT+GPT,results_run1
in-704f9dd3555cbdb2,,testing,0.75,Medium High,GPT,results_run1
in-704f9dd3555cbdb2,,site integration,0.828,High,BERT+GPT,results_run1
in-704f9dd3555cbdb2,,"testing,",0.532,Medium Low,BERT (standalone),results_run1
in-042b565c84045356,,education sector,0.75,Medium High,GPT,results_run1
in-042b565c84045356,,education,0.532,Medium Low,BERT (standalone),results_run1
in-0b5c16f29f3c54ac,,écosystème mobile,0.75,Medium High,GPT,results_run1
in-0b5c16f29f3c54ac,,standards de livraison de logiciels,0.75,Medium High,GPT,results_run1
in-0b5c16f29f3c54ac,,logiciels de qualité,0.75,Medium High,GPT,results_run1
in-857b7503179494c8,,healthcare,0.83,High,BERT+GPT,results_run1
in-857b7503179494c8,,data science,0.831,High,BERT+GPT,results_run1
in-857b7503179494c8,,Python,0.75,Medium High,GPT,results_run1
in-857b7503179494c8,,Python coding sessions.,0.532,Medium Low,BERT (standalone),results_run1
in-20610eb4360006d8,,emerging technologies,0.75,Medium High,GPT,results_run1
in-20610eb4360006d8,,next-generation IT,0.75,Medium High,GPT,results_run1
in-a0d66539713ff79d,,satellite ground station operations,0.75,Medium High,GPT,results_run1
in-a0d66539713ff79d,,satellite imagery distribution,0.75,Medium High,GPT,results_run1
in-a0d66539713ff79d,,geospatial data,0.75,Medium High,GPT,results_run1
in-a0d66539713ff79d,,maritime applications,0.75,Medium High,GPT,results_run1
in-a0d66539713ff79d,,agriculture applications,0.75,Medium High,GPT,results_run1
in-a0d66539713ff79d,,sustainability applications,0.75,Medium High,GPT,results_run1
in-8ff3d9129d1b24e3,,brand partnerships,0.75,Medium High,GPT,results_run1
in-8ff3d9129d1b24e3,,venues,0.75,Medium High,GPT,results_run1
in-8ff3d9129d1b24e3,,events,0.75,Medium High,GPT,results_run1
in-8ff3d9129d1b24e3,,experiences,0.75,Medium High,GPT,results_run1
in-637ce4ff0662e5c9,,online escrow service,0.75,Medium High,GPT,results_run1
in-858d7733392eed8d,,Azure,0.831,High,BERT+GPT,results_run1
in-858d7733392eed8d,,SaaS environment,0.83,High,BERT+GPT,results_run1
in-858d7733392eed8d,,CI/CD practices,0.75,Medium High,GPT,results_run1
in-858d7733392eed8d,,-hosted,0.532,Medium Low,BERT (standalone),results_run1
in-858d7733392eed8d,,modern,0.532,Medium Low,BERT (standalone),results_run1
in-858d7733392eed8d,,CI,0.532,Medium Low,BERT (standalone),results_run1
in-858d7733392eed8d,,/,0.532,Medium Low,BERT (standalone),results_run1
in-858d7733392eed8d,,CD practices.,0.532,Medium Low,BERT (standalone),results_run1
in-ff2df75ae73b3951,,AWS,0.831,High,BERT+GPT,results_run1
in-ff2df75ae73b3951,,cloud architecture,0.831,High,BERT+GPT,results_run1
in-ff2df75ae73b3951,,data engineering,0.824,High,BERT+GPT,results_run1
in-8cb2b3de05fe17bb,,GenAI,0.83,High,BERT+GPT,results_run1
in-8cb2b3de05fe17bb,,software engineering,0.825,High,BERT+GPT,results_run1
in-8cb2b3de05fe17bb,,design patterns,0.827,High,BERT+GPT,results_run1
in-8cb2b3de05fe17bb,,modern technologies,0.831,High,BERT+GPT,results_run1
in-74eba0bb56020909,,life retrocession,0.75,Medium High,GPT,results_run1
in-74eba0bb56020909,,Reinsurers,0.75,Medium High,GPT,results_run1
in-74eba0bb56020909,,United States,0.75,Medium High,GPT,results_run1
in-74eba0bb56020909,,Canada,0.75,Medium High,GPT,results_run1
in-74eba0bb56020909,,Asia,0.75,Medium High,GPT,results_run1
in-74eba0bb56020909,,Europe,0.75,Medium High,GPT,results_run1
in-58476ea449693e80,,RAG,0.831,High,BERT+GPT,results_run1
in-58476ea449693e80,,AI,0.831,High,BERT+GPT,results_run1
in-58476ea449693e80,,ML,0.827,High,BERT+GPT,results_run1
in-58476ea449693e80,,/,0.532,Medium Low,BERT (standalone),results_run1
in-4208f5bd5ecc0751,,knowledge management,0.75,Medium High,GPT,results_run1
in-c034736ca1dd8aa7,,public cloud,0.831,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,GCP,0.75,Medium High,GPT,results_run1
in-c034736ca1dd8aa7,,AWS,0.827,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,Azure,0.821,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,Infrastructure as Code,0.829,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,Kubernetes,0.831,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,security best practices,0.83,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,CI/CD tools,0.831,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,GitLab,0.75,Medium High,GPT,results_run1
in-c034736ca1dd8aa7,,Jenkins,0.828,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,Argo,0.827,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,Python,0.831,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,Golang,0.83,High,BERT+GPT,results_run1
in-c034736ca1dd8aa7,,fintech,0.75,Medium High,GPT,results_run1
in-c034736ca1dd8aa7,,regulated industries,0.75,Medium High,GPT,results_run1
in-c034736ca1dd8aa7,,ISO/IEC 27001,0.75,Medium High,GPT,results_run1
in-c034736ca1dd8aa7,,SOC2,0.75,Medium High,GPT,results_run1
in-c034736ca1dd8aa7,,PCI-DSS,0.75,Medium High,GPT,results_run1
in-c034736ca1dd8aa7,,modern,0.532,Medium Low,BERT (standalone),results_run1
in-c034736ca1dd8aa7,,Bachelor’s degree,0.532,Medium Low,BERT (standalone),results_run1
in-10df1934dbe8190a,,Bachelor's DegreeJob,0.532,Medium Low,BERT (standalone),results_run1
in-42456bedeecdd61a,,cloud data architectures,0.829,High,BERT+GPT,results_run1
in-42456bedeecdd61a,,big data processing,0.827,High,BERT+GPT,results_run1
in-42456bedeecdd61a,,real-time analytics,0.75,Medium High,GPT,results_run1
in-42456bedeecdd61a,,real,0.532,Medium Low,BERT (standalone),results_run1
in-42456bedeecdd61a,,"-time analytics,",0.532,Medium Low,BERT (standalone),results_run1
in-c30d5c6b73f92175,,POS,0.75,Medium High,GPT,results_run1
in-c30d5c6b73f92175,,Global Core Template,0.75,Medium High,GPT,results_run1
in-c30d5c6b73f92175,,Group Retail IT,0.75,Medium High,GPT,results_run1
in-c30d5c6b73f92175,,Brands HQ,0.75,Medium High,GPT,results_run1
in-c30d5c6b73f92175,,Group Controlling,0.75,Medium High,GPT,results_run1
in-c30d5c6b73f92175,,Global Retail IT,0.75,Medium High,GPT,results_run1
in-677f89358a02c470,,EDM marketing,0.83,High,BERT+GPT,results_run1
in-677f89358a02c470,,web banners,0.822,High,BERT+GPT,results_run1
in-670945bc83ff16b5,,OpenSearch,0.831,High,BERT+GPT,results_run1
in-670945bc83ff16b5,,ElasticSearch,0.831,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,ETC,0.823,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,Dante,0.827,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,Milan,0.828,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,AMX,0.828,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,Vectorworks,0.828,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,EASE,0.825,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,AutoCAD,0.829,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,networking,0.822,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,rigging,0.826,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,AV tools,0.827,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,theatrical productions,0.829,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,AV integration,0.829,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,lighting design,0.83,High,BERT+GPT,results_run1
in-91f9c4bfb2c2cbae,,Bachelor’s degree,0.532,Medium Low,BERT (standalone),results_run1
in-91f9c4bfb2c2cbae,,"engineering,",0.532,Medium Low,BERT (standalone),results_run1
in-91f9c4bfb2c2cbae,,"Technical Theater,",0.532,Medium Low,BERT (standalone),results_run1
in-91f9c4bfb2c2cbae,,IT,0.532,Medium Low,BERT (standalone),results_run1
in-91f9c4bfb2c2cbae,,/,0.532,Medium Low,BERT (standalone),results_run1
in-91f9c4bfb2c2cbae,,AV,0.532,Medium Low,BERT (standalone),results_run1
in-91f9c4bfb2c2cbae,,IT,0.532,Medium Low,BERT (standalone),results_run1
in-91f9c4bfb2c2cbae,,"/ networking,",0.532,Medium Low,BERT (standalone),results_run1
in-f7857294aefd19cf,,social media,0.831,High,BERT+GPT,results_run1
in-4084731596c8beb1,,risk detection,0.75,Medium High,GPT,results_run1
in-4084731596c8beb1,,risk prevention,0.75,Medium High,GPT,results_run1
in-1d32f5da20eca629,,Agile SDLC,0.75,Medium High,GPT,results_run1
in-1d32f5da20eca629,,Agile,0.532,Medium Low,BERT (standalone),results_run1
in-6d435987ce0523a3,,machine learning models,0.75,Medium High,GPT,results_run1
in-6d435987ce0523a3,,pricing logic,0.75,Medium High,GPT,results_run1
in-6d435987ce0523a3,,data-driven growth experiments,0.75,Medium High,GPT,results_run1
in-aade41353798a157,,Spine,0.831,High,BERT+GPT,results_run1
in-aade41353798a157,,2D animation,0.826,High,BERT+GPT,results_run1
in-aade41353798a157,,drawing,0.831,High,BERT+GPT,results_run1
in-aade41353798a157,,illustration,0.824,High,BERT+GPT,results_run1
in-aade41353798a157,,slot machine games,0.83,High,BERT+GPT,results_run1
in-aade41353798a157,,3D animation,0.75,Medium High,GPT,results_run1
in-aade41353798a157,,mesh,0.532,Medium Low,BERT (standalone),results_run1
in-522bf3484d4a7eec,,Microsoft E5 security stack,0.83,High,BERT+GPT,results_run1
in-522bf3484d4a7eec,,Azure Sentinel,0.828,High,BERT+GPT,results_run1
in-522bf3484d4a7eec,,Defender Suite,0.829,High,BERT+GPT,results_run1
in-522bf3484d4a7eec,,Darktrace,0.828,High,BERT+GPT,results_run1
in-522bf3484d4a7eec,,Palo Alto firewalls,0.75,Medium High,GPT,results_run1
in-522bf3484d4a7eec,,Microsoft servers,0.75,Medium High,GPT,results_run1
in-522bf3484d4a7eec,,Linux servers,0.831,High,BERT+GPT,results_run1
in-522bf3484d4a7eec,,Azure,0.821,High,BERT+GPT,results_run1
in-522bf3484d4a7eec,,identity and access management,0.831,High,BERT+GPT,results_run1
in-522bf3484d4a7eec,,privileged access controls,0.826,High,BERT+GPT,results_run1
in-522bf3484d4a7eec,,NIST,0.75,Medium High,GPT,results_run1
in-522bf3484d4a7eec,,Essential 8,0.75,Medium High,GPT,results_run1
in-522bf3484d4a7eec,,"operational security engineering,",0.532,Medium Low,BERT (standalone),results_run1
in-522bf3484d4a7eec,,incident response,0.532,Medium Low,BERT (standalone),results_run1
in-522bf3484d4a7eec,,Palo,0.532,Medium Low,BERT (standalone),results_run1
in-522bf3484d4a7eec,,Alto firewalls.,0.532,Medium Low,BERT (standalone),results_run1
in-522bf3484d4a7eec,,Microsoft,0.532,Medium Low,BERT (standalone),results_run1
in-522bf3484d4a7eec,,-prem,0.532,Medium Low,BERT (standalone),results_run1
in-509794ac72ce89eb,,High School,0.831,High,BERT+GPT,results_run1
in-509794ac72ce89eb,,DEA,0.831,High,BERT+GPT,results_run1
in-89ea52f0c4aa0aaf,,LLMs,0.827,High,BERT+GPT,results_run1
in-89ea52f0c4aa0aaf,,RAG systems,0.829,High,BERT+GPT,results_run1
in-89ea52f0c4aa0aaf,,autonomous agents,0.828,High,BERT+GPT,results_run1
in-89ea52f0c4aa0aaf,,MLOps,0.831,High,BERT+GPT,results_run1
in-aff4e502abf11de8,,DevOps methodologies,0.831,High,BERT+GPT,results_run1
in-aff4e502abf11de8,,Containerization,0.75,Medium High,GPT,results_run1
in-aff4e502abf11de8,,Configuration Management,0.827,High,BERT+GPT,results_run1
in-aff4e502abf11de8,,CI/CD,0.75,Medium High,GPT,results_run1
in-aff4e502abf11de8,,IaC,0.828,High,BERT+GPT,results_run1
in-aff4e502abf11de8,,Monitoring,0.75,Medium High,GPT,results_run1
in-aff4e502abf11de8,,Kubernetes,0.831,High,BERT+GPT,results_run1
in-aff4e502abf11de8,,Platform,0.532,Medium Low,BERT (standalone),results_run1
in-aff4e502abf11de8,,modern,0.532,Medium Low,BERT (standalone),results_run1
in-aff4e502abf11de8,,CI,0.532,Medium Low,BERT (standalone),results_run1
in-aff4e502abf11de8,,/,0.532,Medium Low,BERT (standalone),results_run1
in-aff4e502abf11de8,,"CD,",0.532,Medium Low,BERT (standalone),results_run1
in-aff4e502abf11de8,,Monitoring).,0.532,Medium Low,BERT (standalone),results_run1
in-e9b823d9384caaa0,,Employee Assistance Program,0.75,Medium High,GPT,results_run1
in-e9b823d9384caaa0,,wellness services,0.75,Medium High,GPT,results_run1
in-e9b823d9384caaa0,,mental health services,0.75,Medium High,GPT,results_run1
in-5f20bfd2573e1d81,,LLMs,0.75,Medium High,GPT,results_run1
in-5f20bfd2573e1d81,,machine learning,0.831,High,BERT+GPT,results_run1
in-5f20bfd2573e1d81,,intelligent chatbots,0.821,High,BERT+GPT,results_run1
in-5f20bfd2573e1d81,,document analysis systems,0.822,High,BERT+GPT,results_run1
in-5f20bfd2573e1d81,,recommendation engines,0.827,High,BERT+GPT,results_run1
in-5f20bfd2573e1d81,,automated insight generation tools,0.828,High,BERT+GPT,results_run1
in-526ea3535eaa83a3,,DLP,0.831,High,BERT+GPT,results_run1
in-526ea3535eaa83a3,,Microsoft Purview,0.75,Medium High,GPT,results_run1
in-526ea3535eaa83a3,,Proofpoint,0.827,High,BERT+GPT,results_run1
in-526ea3535eaa83a3,,email,0.821,High,BERT+GPT,results_run1
in-526ea3535eaa83a3,,data,0.831,High,BERT+GPT,results_run1
in-526ea3535eaa83a3,,insider risk,0.75,Medium High,GPT,results_run1
in-526ea3535eaa83a3,,SIEM,0.831,High,BERT+GPT,results_run1
in-526ea3535eaa83a3,,SOAR,0.831,High,BERT+GPT,results_run1
in-526ea3535eaa83a3,,cloud services,0.75,Medium High,GPT,results_run1
in-526ea3535eaa83a3,,collaboration platforms,0.75,Medium High,GPT,results_run1
in-526ea3535eaa83a3,,Microsoft,0.532,Medium Low,BERT (standalone),results_run1
in-526ea3535eaa83a3,,"Purview,",0.532,Medium Low,BERT (standalone),results_run1
in-526ea3535eaa83a3,,insider,0.532,Medium Low,BERT (standalone),results_run1
in-8b0ac5439d791120,,data science,0.75,Medium High,GPT,results_run1
in-8b0ac5439d791120,,coding,0.75,Medium High,GPT,results_run1
in-8b0ac5439d791120,,"university modules,",0.532,Medium Low,BERT (standalone),results_run1
in-8b0ac5439d791120,,data science / coding,0.532,Medium Low,BERT (standalone),results_run1
in-83738e8d4d208b04,,bridges,0.75,Medium High,GPT,results_run1
in-83738e8d4d208b04,,rail,0.75,Medium High,GPT,results_run1
in-83738e8d4d208b04,,tunnels,0.75,Medium High,GPT,results_run1
in-eccc5e7a59e99b73,,GDPR,0.75,Medium High,GPT,results_run1
in-eccc5e7a59e99b73,,CCPA,0.75,Medium High,GPT,results_run1
in-cb7659658dff12b9,,ServiceNow,0.75,Medium High,GPT,results_run1
in-cb7659658dff12b9,,Major Security Incidents lifecycle,0.75,Medium High,GPT,results_run1
in-cb7659658dff12b9,,incident response strategy,0.75,Medium High,GPT,results_run1
in-cb7659658dff12b9,,"Preparation,",0.532,Medium Low,BERT (standalone),results_run1
in-cb7659658dff12b9,,"Response,",0.532,Medium Low,BERT (standalone),results_run1
in-1beb26142f347e73,,end user support,0.829,High,BERT+GPT,results_run1
in-1beb26142f347e73,,maintenance activities,0.829,High,BERT+GPT,results_run1
in-1beb26142f347e73,,vulnerability management,0.827,High,BERT+GPT,results_run1
in-1beb26142f347e73,,service improvement planning,0.83,High,BERT+GPT,results_run1
in-1beb26142f347e73,,SOX,0.831,High,BERT+GPT,results_run1
in-1beb26142f347e73,,IT Control support,0.828,High,BERT+GPT,results_run1
in-1beb26142f347e73,,/,0.532,Medium Low,BERT (standalone),results_run1
in-b681cdc835ea5436,,React Native,0.75,Medium High,GPT,results_run1
in-b681cdc835ea5436,,modular CSS,0.75,Medium High,GPT,results_run1
in-b681cdc835ea5436,,AWS environments,0.831,High,BERT+GPT,results_run1
