job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement
in-4cbcdf1495f274ef,,manage ways of working,Soft,N/A,0.601,Medium,LLM,0.74,0.9
in-4cbcdf1495f274ef,,focus on outputs,Soft,N/A,0.628,Medium,LLM,0.74,0.9
in-042b565c84045356,,respond to client inquiries,Soft,N/A,0.804,High,BERT+LLM,0.78,1.25
in-042b565c84045356,,provide technical support,Hard,Evaluate,1.0,Very High,BERT+LLM,0.83,1.25
in-042b565c84045356,,diagnose technical issues,Hard,Analyze,0.757,Medium High,LLM,0.83,0.97
in-042b565c84045356,,troubleshoot technical issues,Hard,Apply,0.763,Medium High,LLM,0.87,0.97
in-042b565c84045356,,document client issues,Hard,Apply,0.752,Medium High,LLM,0.8,0.97
in-042b565c84045356,,track client issues,Hard,Apply,0.718,Medium High,BERT+LLM,0.77,0.97
in-042b565c84045356,,escalate unresolved issues,Soft,N/A,0.896,High,BERT+LLM,0.83,0.97
in-042b565c84045356,,follow up until resolution,Soft,N/A,0.763,Medium High,BERT+LLM,0.78,1.23
in-042b565c84045356,,stay up to date with product knowledge,Soft,N/A,0.808,High,BERT+LLM,0.74,1.25
in-042b565c84045356,,stay up to date with industry trends,Soft,N/A,0.643,Medium,LLM,0.73,0.97
in-042b565c84045356,,provide accurate support,Soft,N/A,0.655,Medium,LLM,0.82,0.97
in-042b565c84045356,,provide timely support,Soft,N/A,0.652,Medium,LLM,0.8,0.97
in-042b565c84045356,,Diagnoses,Hard,Analyze,0.545,Medium Low,BERT (standalone),0.87,0.87
in-042b565c84045356,,troubleshoot technical issues reported by clients.,Hard,Apply,0.659,Medium,BERT (standalone),0.83,0.87
in-042b565c84045356,,Document,Hard,Apply,0.644,Medium,BERT (standalone),0.84,0.87
in-290c255a99e5d600,,develop capabilities,Soft,N/A,0.867,High,BERT+LLM,0.85,1.18
in-290c255a99e5d600,,develop tools,Soft,N/A,0.617,Medium,LLM,0.78,0.92
in-290c255a99e5d600,,develop techniques,Soft,N/A,0.626,Medium,LLM,0.86,0.92
in-290c255a99e5d600,,develop models,Soft,N/A,0.619,Medium,LLM,0.8,0.92
in-290c255a99e5d600,,influence decision making,Soft,N/A,0.623,Medium,LLM,0.83,0.92
in-290c255a99e5d600,,drive decision making,Soft,N/A,0.618,Medium,LLM,0.79,0.92
in-290c255a99e5d600,,rationalise management reporting,Soft,N/A,0.632,Medium,LLM,0.9,0.92
in-290c255a99e5d600,,improve management reporting production,Soft,N/A,0.628,Medium,LLM,0.87,0.92
in-290c255a99e5d600,,improve analysis production,Hard,Create,0.722,Medium High,LLM,0.85,0.92
in-290c255a99e5d600,,support with CAPEX investments analysis,Hard,Evaluate,0.716,Medium High,LLM,0.81,0.92
in-290c255a99e5d600,,support with CAPEX investments justification,Hard,Evaluate,0.72,Medium High,LLM,0.84,0.92
in-290c255a99e5d600,,support with post investment analysis,Hard,Evaluate,0.714,Medium High,LLM,0.8,0.92
in-290c255a99e5d600,,tools,Hard,Apply,0.478,Low,BERT (standalone),0.75,0.82
in-290c255a99e5d600,,techniques,Hard,Apply,0.493,Low,BERT (standalone),0.9,0.82
in-290c255a99e5d600,,models,Hard,Create,0.518,Medium Low,BERT (standalone),0.78,0.82
in-fac0a95b0783fd9d,,conduct impactful research,Hard,Remember,0.598,Medium Low,LLM,0.84,0.9
in-fac0a95b0783fd9d,,design stakeholder engagement programs,Hard,Create,0.681,Medium,LLM,0.86,0.9
in-fac0a95b0783fd9d,,inspire young people to pursue STEM careers,Soft,N/A,0.63,Medium,LLM,0.76,0.9
in-fac0a95b0783fd9d,,increase public understanding of uncertainty and risk,Soft,N/A,0.636,Medium,LLM,0.8,0.9
in-fac0a95b0783fd9d,,engage the public with the ethical & sustainable AI agenda,Soft,N/A,0.621,Medium,LLM,0.69,0.9
in-a17d7e782cb5033c,,improve app performance,Hard,Create,1.0,Very High,BERT+LLM,0.81,1.33
in-a17d7e782cb5033c,,improve app reliability,Hard,Create,0.767,Medium High,LLM,0.81,1.02
in-a17d7e782cb5033c,,ensure mobile parity with web platform,Hard,Analyze,1.0,Very High,BERT+LLM,0.78,1.29
in-a17d7e782cb5033c,,reliability,Hard,Apply,0.555,Medium Low,BERT (standalone),0.9,0.92
in-9b2c3343da5b9f4d,,drive successful team outcomes,Soft,N/A,1.0,Very High,BERT+LLM,0.81,1.32
in-9b2c3343da5b9f4d,,shape strategic application design decisions,Soft,N/A,0.733,Medium High,LLM,0.84,1.03
in-9b2c3343da5b9f4d,,identify opportunities to standardise approaches,Soft,N/A,0.921,Very High,BERT+LLM,0.87,1.34
in-9b2c3343da5b9f4d,,shaping strategic application design decisions,Hard,Create,0.728,Medium High,BERT (standalone),0.85,0.93
in-07a9c2a299829676,,collaborate with stakeholders,Soft,N/A,0.868,High,BERT+LLM,0.87,1.25
in-07a9c2a299829676,,gather requirements,Hard,Apply,0.986,Very High,BERT+LLM,0.87,1.25
in-07a9c2a299829676,,define user stories,Hard,Apply,1.0,Very High,BERT+LLM,0.77,1.25
in-07a9c2a299829676,,map conversational flows,Hard,Understand,1.0,Very High,BERT+LLM,0.81,1.23
in-07a9c2a299829676,,build chatbot topics,Hard,Create,0.901,Very High,LLM,0.78,1.21
in-07a9c2a299829676,,configure chatbot topics,Hard,Apply,0.723,Medium High,LLM,0.82,0.96
in-07a9c2a299829676,,refine chatbot topics,Hard,Apply,0.955,Very High,BERT+LLM,0.79,1.23
in-07a9c2a299829676,,build chatbot entities,Hard,Create,0.72,Medium High,LLM,0.8,0.96
in-07a9c2a299829676,,configure chatbot entities,Hard,Apply,0.726,Medium High,LLM,0.84,0.96
in-07a9c2a299829676,,refine chatbot entities,Hard,Apply,0.609,Medium,LLM,0.81,0.96
in-07a9c2a299829676,,build chatbot logic,Hard,Create,0.716,Medium High,LLM,0.77,0.96
in-07a9c2a299829676,,configure chatbot logic,Hard,Analyze,0.637,Medium,LLM,0.81,0.96
in-07a9c2a299829676,,refine chatbot logic,Hard,Analyze,0.633,Medium,LLM,0.78,0.96
in-07a9c2a299829676,,connect bot to backend systems,Hard,Apply,1.0,Very High,BERT+LLM,0.75,1.25
in-07a9c2a299829676,,connect bot to databases,Hard,Apply,0.714,Medium High,LLM,0.76,0.96
in-07a9c2a299829676,,connect bot to APIs,Hard,Apply,0.708,Medium High,LLM,0.72,0.96
in-07a9c2a299829676,,implement generative AI capabilities,Hard,Apply,0.728,Medium High,LLM,0.85,0.96
in-07a9c2a299829676,,fine-tune generative AI capabilities,Hard,Evaluate,0.642,Medium,LLM,0.85,0.96
in-07a9c2a299829676,,handle user queries dynamically,Hard,Apply,0.637,Medium,LLM,0.81,0.96
in-07a9c2a299829676,,conduct thorough testing,Hard,Evaluate,0.638,Medium,LLM,0.82,0.96
in-07a9c2a299829676,,debug bot,Hard,Analyze,0.708,Medium High,LLM,0.72,0.96
in-07a9c2a299829676,,build,Hard,Create,0.667,Medium,BERT (standalone),0.75,0.87
in-07a9c2a299829676,,configure,Hard,Apply,0.684,Medium,BERT (standalone),0.87,0.87
in-07a9c2a299829676,,entities,Hard,Apply,0.517,Medium Low,BERT (standalone),0.84,0.87
in-07a9c2a299829676,,logic.,Hard,Analyze,0.55,Medium Low,BERT (standalone),0.78,0.87
in-07a9c2a299829676,,Integrate: Leverage Power Automate (Flows),Hard,Create,0.669,Medium,BERT (standalone),0.83,0.87
in-07a9c2a299829676,,databases,Hard,Apply,0.519,Medium Low,BERT (standalone),0.87,0.87
in-07a9c2a299829676,,APIs,Hard,Apply,0.503,Medium Low,BERT (standalone),0.72,0.87
in-07a9c2a299829676,,retrieving user data,Hard,Apply,0.55,Medium Low,BERT (standalone),0.78,0.87
in-07a9c2a299829676,,creating support tickets,Hard,Evaluate,0.677,Medium,BERT (standalone),0.82,0.87
in-07a9c2a299829676,,looking up information).,Hard,Apply,0.514,Medium Low,BERT (standalone),0.82,0.87
in-07a9c2a299829676,,Leverage AI:,Hard,Apply,0.476,Low,BERT (standalone),0.77,0.87
in-07a9c2a299829676,,Implement,Hard,Apply,0.684,Medium,BERT (standalone),0.87,0.87
in-07a9c2a299829676,,fine -tune,Hard,Evaluate,0.545,Medium Low,BERT (standalone),0.74,0.87
in-e07c53dcbcbf3274,,push boundaries of data science,Hard,Apply,0.563,Medium Low,LLM,0.76,0.9
in-e07c53dcbcbf3274,,push boundaries of optimisation,Hard,Apply,0.569,Medium Low,LLM,0.81,0.9
in-e07c53dcbcbf3274,,push boundaries of artificial intelligence,Hard,Apply,0.571,Medium Low,LLM,0.83,0.9
in-e07c53dcbcbf3274,,solve complex problems,Soft,N/A,0.636,Medium,LLM,0.8,0.9
in-e73b0bc1ec1ad643,,write code,Hard,Create,1.0,Very High,BERT+LLM,0.75,1.4
in-e73b0bc1ec1ad643,,approach writing code,Soft,N/A,0.93,Very High,LLM,0.79,1.38
in-e73b0bc1ec1ad643,,think about a problem,Soft,N/A,0.852,High,BERT+LLM,0.74,1.39
in-43db16c291d4d8cb,,develop experiences,Hard,Create,0.682,Medium,LLM,0.87,0.9
in-d18c707abbf6d1eb,,understand code dependencies,Soft,N/A,0.616,Medium,LLM,0.86,0.9
in-d18c707abbf6d1eb,,understanding how each line of code affects all the others?,Hard,Apply,0.582,Medium Low,BERT (standalone),0.75,0.81
in-2e43cfa3de5cdbea,,foster inclusion,Soft,N/A,0.639,Medium,LLM,0.83,0.9
in-2e43cfa3de5cdbea,,take care of each other,Soft,N/A,0.625,Medium,LLM,0.71,0.9
in-5a81c5ecd1c8765b,,drive growth,Soft,N/A,0.631,Medium,LLM,0.77,0.9
in-5a81c5ecd1c8765b,,drive engagement,Soft,N/A,0.639,Medium,LLM,0.83,0.9
in-5a81c5ecd1c8765b,,drive brand loyalty,Soft,N/A,0.632,Medium,LLM,0.77,0.9
in-5a81c5ecd1c8765b,,craft animations,Hard,Apply,0.625,Medium,BERT+LLM,0.85,0.9
in-5a81c5ecd1c8765b,,slice video edits,Hard,Apply,0.587,Medium Low,LLM,0.75,0.9
in-cbc4fc39eb5961f3,,supervise production process,Soft,N/A,0.742,Medium High,LLM,0.86,1.04
in-cbc4fc39eb5961f3,,manage creative work,Soft,N/A,0.829,High,BERT+LLM,0.78,1.32
in-cbc4fc39eb5961f3,,plan tasks,Soft,N/A,0.872,High,BERT+LLM,0.77,1.31
in-cbc4fc39eb5961f3,,set realistic deadlines,Soft,N/A,0.909,Very High,BERT+LLM,0.84,1.33
in-cbc4fc39eb5961f3,,supervise your team,Soft,N/A,0.765,Medium High,BERT (standalone),0.77,0.93
in-4194860976cb1be9,,write promotional content,Hard,Create,0.71,Medium High,LLM,0.83,0.94
in-4194860976cb1be9,,deliver promotions,Hard,Apply,0.962,Very High,BERT+LLM,0.86,1.23
in-4194860976cb1be9,,drive tune-in,Soft,N/A,0.877,High,BERT+LLM,0.75,1.23
in-4194860976cb1be9,,drive engagement,Soft,N/A,0.671,Medium,LLM,0.83,0.94
in-4194860976cb1be9,,passionate,Hard,Apply,0.498,Low,BERT (standalone),0.9,0.85
in-4194860976cb1be9,,creatives,Hard,Apply,0.366,Very Low,BERT (standalone),0.87,0.85
in-4194860976cb1be9,,writing skills,Hard,Apply,0.484,Low,BERT (standalone),0.8,0.85
in-4194860976cb1be9,,keen,Hard,Apply,0.469,Low,BERT (standalone),0.72,0.85
in-4194860976cb1be9,,sense of pacing,Hard,Apply,0.46,Low,BERT (standalone),0.73,0.85
in-4194860976cb1be9,,tone,Hard,Apply,0.459,Low,BERT (standalone),0.72,0.85
in-4194860976cb1be9,,engagement.,Hard,Apply,0.468,Low,BERT (standalone),0.9,0.85
in-601c49b2a52c9d10,,translate business processes into system/software requirements,Hard,Understand,1.0,Very High,BERT+LLM,0.85,1.26
in-601c49b2a52c9d10,,translate business processes into designs,Hard,Create,0.668,Medium,LLM,0.82,0.97
in-601c49b2a52c9d10,,understand business processes,Soft,N/A,0.663,Medium,LLM,0.87,0.97
in-601c49b2a52c9d10,,understand,Hard,Apply,0.513,Medium Low,BERT (standalone),0.9,0.87
in-601c49b2a52c9d10,,designs,Hard,Create,0.542,Medium Low,BERT (standalone),0.81,0.87
in-8543415ad2ef374e,,validate hardware,Hard,Evaluate,0.777,Medium High,LLM,0.84,1.03
in-8543415ad2ef374e,,work with cross-functional teams,Soft,N/A,1.0,Very High,BERT+LLM,0.8,1.34
in-8543415ad2ef374e,,drive product excellence,Soft,N/A,0.878,High,BERT+LLM,0.82,1.33
in-9952e2c2c0e072ea,,understand SAP technologies,Hard,Analyze,0.625,Medium,LLM,0.85,0.9
in-9952e2c2c0e072ea,,consult on SAP technology,Hard,Analyze,0.614,Medium,LLM,0.77,0.9
in-9952e2c2c0e072ea,,perform presales activities,Soft,N/A,0.615,Medium,LLM,0.85,0.9
in-9952e2c2c0e072ea,,-on,Hard,Apply,0.35,Very Low,BERT (standalone),0.69,0.81
in-040fa566371acf2f,,harness technology,Hard,Analyze,0.626,Medium,LLM,0.86,0.9
in-040fa566371acf2f,,harness data,Hard,Apply,0.588,Medium Low,LLM,0.77,0.9
in-040fa566371acf2f,,improve outcomes,Soft,N/A,0.611,Medium,LLM,0.83,0.9
in-acc05f25dcb874c4,,drive integrated go-to-market strategies,Soft,N/A,0.811,High,BERT+LLM,0.83,1.22
in-acc05f25dcb874c4,,position new products,Soft,N/A,0.663,Medium,LLM,0.79,0.94
in-acc05f25dcb874c4,,price new products,Soft,N/A,0.659,Medium,LLM,0.76,0.94
in-acc05f25dcb874c4,,enable campaigns,Soft,N/A,0.668,Medium,LLM,0.83,0.94
in-acc05f25dcb874c4,,measure campaign performance,Soft,N/A,0.672,Medium,LLM,0.86,0.94
in-f436eaa0ec0e4041,,build diverse environment,Soft,N/A,0.64,Medium,LLM,0.83,0.9
in-f436eaa0ec0e4041,,build equitable environment,Soft,N/A,0.643,Medium,LLM,0.85,0.9
in-f436eaa0ec0e4041,,build inclusive environment,Soft,N/A,0.643,Medium,LLM,0.85,0.9
in-f436eaa0ec0e4041,,build engaging environment,Soft,N/A,0.641,Medium,LLM,0.84,0.9
in-9bf4d6d9ee1e4a14,,manage administrative processes,Soft,N/A,0.667,Medium,LLM,0.89,0.93
in-9bf4d6d9ee1e4a14,,report activity,Soft,N/A,0.657,Medium,LLM,0.81,0.93
in-9bf4d6d9ee1e4a14,,apply sourcing processes,Soft,N/A,0.658,Medium,LLM,0.82,0.93
in-9bf4d6d9ee1e4a14,,embed sourcing processes,Soft,N/A,0.658,Medium,LLM,0.82,0.93
in-9bf4d6d9ee1e4a14,,improve sourcing processes,Soft,N/A,0.793,Medium High,BERT+LLM,0.82,1.19
in-9bf4d6d9ee1e4a14,,administrative,Hard,Apply,0.454,Low,BERT (standalone),0.9,0.83
in-9bf4d6d9ee1e4a14,,Applies,Hard,Apply,0.471,Low,BERT (standalone),0.81,0.83
in-9bf4d6d9ee1e4a14,,embeds,Hard,Apply,0.468,Low,BERT (standalone),0.78,0.83
in-9bf4d6d9ee1e4a14,,maximize the efficiency,Hard,Apply,0.435,Low,BERT (standalone),0.81,0.83
in-9bf4d6d9ee1e4a14,,effectiveness,Hard,Apply,0.444,Low,BERT (standalone),0.9,0.83
in-9bf4d6d9ee1e4a14,,compliance,Hard,Apply,0.444,Low,BERT (standalone),0.9,0.83
in-8a9eb5ffe70927ec,,prototype ideas effectively,Soft,N/A,0.684,Medium,LLM,0.85,0.96
in-8a9eb5ffe70927ec,,assess own designs objectively,Soft,N/A,0.818,High,BERT+LLM,0.79,1.23
in-8a9eb5ffe70927ec,,appreciate different perspectives,Soft,N/A,0.691,Medium,LLM,0.9,0.96
in-8a9eb5ffe70927ec,,appreciate group critique,Soft,N/A,0.681,Medium,LLM,0.83,0.96
in-8a9eb5ffe70927ec,,think outside the box on ways,Soft,N/A,0.664,Medium,BERT+LLM,0.73,1.1
in-8a9eb5ffe70927ec,,resourceful,Hard,Apply,0.52,Medium Low,BERT (standalone),0.9,0.86
in-2511582640fae0ca,,serve customers,Soft,N/A,0.796,Medium High,BERT+LLM,0.83,1.24
in-2511582640fae0ca,,enable commercialization of advanced technical capabilities,Soft,N/A,0.661,Medium,LLM,0.87,0.96
in-2511582640fae0ca,,work as a team player,Soft,N/A,0.787,Medium High,BERT+LLM,0.73,0.96
in-2511582640fae0ca,,enabling,Hard,Apply,0.49,Low,BERT (standalone),0.84,0.87
in-75aabc2af29af24c,,consolidate data,Hard,Apply,1.0,Very High,BERT+LLM,0.8,1.41
in-75aabc2af29af24c,,generate scientific evidence,Hard,Create,1.0,Very High,BERT+LLM,0.87,1.4
in-e5a40a553d833e46,,specialize in AI Business Process,Hard,Apply,0.564,Medium Low,LLM,0.77,0.9
in-94c8e798911e3470,,develop software,Hard,Create,0.705,Medium High,LLM,0.83,0.9
in-94c8e798911e3470,,develop MuleSoft,Hard,Create,0.705,Medium High,LLM,0.83,0.9
in-94c8e798911e3470,,use RAML/OpenAPI,Hard,Apply,0.705,Medium High,LLM,0.83,0.9
in-94c8e798911e3470,,use DataWeave,Hard,Apply,0.699,Medium,LLM,0.78,0.9
in-94c8e798911e3470,,use MUnit testing framework,Hard,Evaluate,0.636,Medium,LLM,0.93,0.9
in-94c8e798911e3470,,use RESTful APIs,Hard,Apply,0.693,Medium,LLM,0.74,0.9
in-94c8e798911e3470,,use JSON,Hard,Apply,0.688,Medium,LLM,0.71,0.9
in-94c8e798911e3470,,use XML,Hard,Apply,0.685,Medium,LLM,0.69,0.9
in-94c8e798911e3470,,use JMS,Hard,Apply,0.685,Medium,LLM,0.69,0.9
in-94c8e798911e3470,,use message queues,Hard,Apply,0.696,Medium,LLM,0.76,0.9
in-94c8e798911e3470,,use CI/CD tools,Hard,Apply,0.691,Medium,LLM,0.73,0.9
in-94c8e798911e3470,,use version control,Hard,Apply,0.697,Medium,LLM,0.77,0.9
in-94c8e798911e3470,,automate deployment,Hard,Create,0.731,Medium High,LLM,1.0,0.9
in-94c8e798911e3470,,understand security protocols,Hard,Apply,0.601,Medium,LLM,0.87,0.9
in-94c8e798911e3470,,understand API gateway policies,Hard,Apply,0.612,Medium,LLM,0.96,0.9
in-abcde2d27f5adc56,,Struggling,Hard,Apply,0.293,Very Low,BERT (standalone),0.9,0.81
in-cd884a98466c5d51,,implement compliance,Hard,Apply,0.684,Medium,LLM,0.89,0.9
in-cd884a98466c5d51,,maintain compliance,Hard,Analyze,0.682,Medium,LLM,0.87,0.9
in-4d39d1108694485c,,solve problems,Soft,N/A,0.676,Medium,LLM,0.8,0.96
in-4d39d1108694485c,,pay attention to detail,Soft,N/A,0.784,Medium High,BERT+LLM,0.77,1.2
in-4d39d1108694485c,,problem,Hard,Apply,0.503,Medium Low,BERT (standalone),0.81,0.86
in-4d39d1108694485c,,-solving skills,Hard,Apply,0.459,Low,BERT (standalone),0.81,0.86
in-75321c71d3b48fdc,,develop backend,Hard,Create,0.674,Medium,LLM,0.81,0.9
in-fe47a8774f6fee8b,,build responsive mobile applications,Hard,Create,0.755,Medium High,LLM,0.85,0.96
in-fe47a8774f6fee8b,,build interactive mobile applications,Hard,Create,1.0,Very High,BERT+LLM,0.87,1.22
in-fe47a8774f6fee8b,,driven,Hard,Apply,0.31,Very Low,BERT (standalone),0.78,0.86
in-fe47a8774f6fee8b,,building responsive,Hard,Create,0.53,Medium Low,BERT (standalone),0.87,0.86
in-4f4c7c65d5d697a1,,manage stock flow,Hard,Apply,0.665,Medium,LLM,0.75,0.9
in-4f4c7c65d5d697a1,,execute merchandise plan,Hard,Create,0.675,Medium,LLM,0.82,0.9
in-4f4c7c65d5d697a1,,manage a seamless flow of stock,Hard,Apply,0.615,Medium,BERT (standalone),0.73,0.81
in-688c9596567360d1,,design front-end components,Hard,Create,0.892,High,LLM,0.85,1.18
in-688c9596567360d1,,implement front-end components,Hard,Apply,1.0,Very High,BERT+LLM,0.84,1.2
in-688c9596567360d1,,design back-end systems,Hard,Create,0.697,Medium,LLM,0.81,0.93
in-688c9596567360d1,,implement back-end systems,Hard,Apply,0.701,Medium High,LLM,0.84,0.93
in-688c9596567360d1,,implement vault logic,Hard,Analyze,0.612,Medium,LLM,0.79,0.93
in-688c9596567360d1,,implement API endpoints,Hard,Apply,0.724,Medium High,LLM,1.0,0.93
in-688c9596567360d1,,implement integrations with lending protocols,Hard,Apply,0.702,Medium High,LLM,0.85,0.93
in-688c9596567360d1,,implement integrations with AMM protocols,Hard,Apply,0.698,Medium,LLM,0.82,0.93
in-688c9596567360d1,,architect AI features,Hard,Create,0.694,Medium,LLM,0.79,0.93
in-688c9596567360d1,,deploy AI features,Hard,Apply,1.0,Very High,BERT+LLM,0.76,1.21
in-688c9596567360d1,,collaborate with UI/UX designers,Soft,N/A,0.739,Medium High,BERT+LLM,0.77,1.19
in-688c9596567360d1,,ensure secure development practices for smart contract interactions,Hard,Create,0.617,Medium,LLM,0.83,0.93
in-688c9596567360d1,,ensure secure development practices for vault mechanics,Hard,Create,0.615,Medium,LLM,0.81,0.93
in-688c9596567360d1,,ensure secure development practices for chain interoperability,Hard,Create,0.618,Medium,LLM,0.84,0.93
in-688c9596567360d1,,build CI/CD pipelines,Hard,Create,0.694,Medium,LLM,0.79,0.93
in-688c9596567360d1,,maintain CI/CD pipelines,Hard,Analyze,0.698,Medium,LLM,0.82,0.93
in-688c9596567360d1,,build automated tests,Hard,Create,0.694,Medium,LLM,0.79,0.93
in-688c9596567360d1,,maintain automated tests,Hard,Create,0.616,Medium,LLM,0.82,0.93
in-688c9596567360d1,,build DevOps workflows,Hard,Create,0.695,Medium,LLM,0.8,0.93
in-688c9596567360d1,,monitor protocol performance,Hard,Analyze,0.724,Medium High,LLM,1.0,0.93
in-688c9596567360d1,,debug protocol performance,Hard,Analyze,0.724,Medium High,LLM,1.0,0.93
in-688c9596567360d1,,optimize protocol performance,Hard,Evaluate,0.724,Medium High,LLM,1.0,0.93
in-688c9596567360d1,,monitor protocol reliability,Hard,Analyze,0.724,Medium High,LLM,1.0,0.93
in-688c9596567360d1,,debug protocol reliability,Hard,Analyze,0.724,Medium High,LLM,1.0,0.93
in-688c9596567360d1,,optimize protocol reliability,Hard,Evaluate,0.724,Medium High,LLM,1.0,0.93
in-688c9596567360d1,,building intelligent dashboards,Hard,Create,0.531,Medium Low,BERT (standalone),0.89,0.84
in-688c9596567360d1,,predictive,Hard,Evaluate,0.533,Medium Low,BERT (standalone),0.9,0.84
in-688c9596567360d1,,enhance user yield strategies.,Hard,Create,0.598,Medium Low,BERT (standalone),0.8,0.84
in-688c9596567360d1,,Design,Hard,Create,0.648,Medium,BERT (standalone),0.78,0.84
in-688c9596567360d1,,Architect,Hard,Create,0.66,Medium,BERT (standalone),0.87,0.84
in-688c9596567360d1,,inform vault strategies,Hard,Evaluate,0.531,Medium Low,BERT (standalone),0.81,0.84
in-688c9596567360d1,,user decisions.,Hard,Apply,0.531,Medium Low,BERT (standalone),0.81,0.84
in-df4c58ba7dee56c3,,define strategy for Python driver,Hard,Evaluate,0.59,Medium Low,LLM,0.77,0.9
in-df4c58ba7dee56c3,,define roadmap for Python driver,Hard,Understand,0.589,Medium Low,LLM,0.77,0.9
in-df4c58ba7dee56c3,,define strategy for integrations,Hard,Evaluate,0.595,Medium Low,LLM,0.82,0.9
in-df4c58ba7dee56c3,,define roadmap for integrations,Hard,Understand,0.594,Medium Low,LLM,0.81,0.9
in-df4c58ba7dee56c3,,define strategy for tooling,Hard,Evaluate,0.591,Medium Low,LLM,0.78,0.9
in-df4c58ba7dee56c3,,define roadmap for tooling,Hard,Understand,0.59,Medium Low,LLM,0.77,0.9
in-df4c58ba7dee56c3,,define the strategy,Hard,Evaluate,0.512,Medium Low,BERT (standalone),0.77,0.81
in-df4c58ba7dee56c3,,roadmap,Hard,Understand,0.516,Medium Low,BERT (standalone),0.81,0.81
in-80759602520c230d,,review work,Soft,N/A,0.857,High,BERT+LLM,0.77,1.24
in-80759602520c230d,,authorize work,Soft,N/A,0.835,High,BERT+LLM,0.78,1.27
in-80759602520c230d,,oversee programs for technical competency and quality,Soft,N/A,0.846,High,BERT+LLM,0.81,1.27
in-80759602520c230d,,monitor technical competency of teams,Soft,N/A,1.0,Very High,BERT+LLM,0.8,1.28
in-80759602520c230d,,ensure team member adherence to company processes,Soft,N/A,1.0,Very High,BERT+LLM,0.78,1.29
in-80759602520c230d,,ensure team member adherence to generally accepted engineering and design practices,Soft,N/A,0.729,Medium High,LLM,0.8,0.99
in-80759602520c230d,,ensure team member adherence to regulatory requirements,Soft,N/A,0.731,Medium High,LLM,0.81,0.99
in-80759602520c230d,,ensure team member adherence to customer specifications,Soft,N/A,0.731,Medium High,LLM,0.81,0.99
in-80759602520c230d,,support global standardization,Soft,N/A,0.904,Very High,BERT+LLM,0.88,1.29
in-80759602520c230d,,use drawing and document templates,Hard,Apply,0.768,Medium High,LLM,0.78,0.99
in-80759602520c230d,,assure understanding of technical knowledge,Soft,N/A,0.856,High,BERT+LLM,0.82,1.28
in-80759602520c230d,,assure understanding of legal requirements,Soft,N/A,0.621,Medium,BERT+LLM,0.84,0.99
in-80759602520c230d,,assure understanding of customer specifications,Soft,N/A,0.677,Medium,LLM,0.86,0.99
in-80759602520c230d,,use local/global standards to support technical excellence,Soft,N/A,0.672,Medium,LLM,0.82,0.99
in-80759602520c230d,,quality,Hard,Apply,0.527,Medium Low,BERT (standalone),0.81,0.89
in-80759602520c230d,,use of drawing,Hard,Apply,0.647,Medium,BERT (standalone),0.72,0.89
in-80759602520c230d,,document templates.,Hard,Apply,0.668,Medium,BERT (standalone),0.87,0.89
in-80759602520c230d,,customer specifications whenever viable,Hard,Apply,0.53,Medium Low,BERT (standalone),0.87,0.89
in-80759602520c230d,,lawful.,Hard,Apply,0.523,Medium Low,BERT (standalone),0.81,0.89
in-80759602520c230d,,Use local / global standards,Hard,Apply,0.684,Medium,BERT (standalone),0.74,0.89
in-80759602520c230d,,support technical excellence.,Hard,Evaluate,0.697,Medium,BERT (standalone),0.87,0.89
in-994763d7530e88b1,,provide commercial advice,Soft,N/A,0.612,Medium,LLM,0.83,0.9
in-994763d7530e88b1,,provide technical advice,Soft,N/A,0.611,Medium,LLM,0.82,0.9
in-994763d7530e88b1,,provide operational advice,Soft,N/A,0.613,Medium,LLM,0.84,0.9
in-994763d7530e88b1,,create master plans,Hard,Create,0.639,Medium,LLM,0.77,0.9
in-5dc0137fea6a865d,,solve problems,Soft,N/A,0.608,Medium,LLM,0.8,0.9
in-5dc0137fea6a865d,,improve lives,Soft,N/A,0.606,Medium,LLM,0.78,0.9
in-5dc0137fea6a865d,,use technology,Hard,Analyze,0.618,Medium,LLM,0.8,0.9
in-9a4ed3eee44b552b,,apply PeopleSoft maintenance,Hard,Apply,0.681,Medium,LLM,0.86,0.9
in-9a4ed3eee44b552b,,apply application/Tools upgrades,Hard,Evaluate,0.606,Medium,LLM,0.9,0.9
in-9a4ed3eee44b552b,,apply PUM,Hard,Apply,0.661,Medium,LLM,0.72,0.9
in-1bb577efa30c9a9d,,work with networking teams,Soft,N/A,0.66,Medium,LLM,0.77,0.9
in-1bb577efa30c9a9d,,work with WiFi teams,Soft,N/A,0.654,Medium,LLM,0.73,0.9
in-1bb577efa30c9a9d,,work with hardware teams,Soft,N/A,0.658,Medium,LLM,0.76,0.9
in-1bb577efa30c9a9d,,ensure efficient distribution,Soft,N/A,0.645,Medium,LLM,0.87,0.9
in-1bb577efa30c9a9d,,ensure high quality distribution,Soft,N/A,0.638,Medium,LLM,0.82,0.9
in-68071ee351033ae8,,design IC package,Hard,Create,0.665,Medium,LLM,0.75,0.9
in-21b65d0610e66d01,,value inclusivity,Soft,N/A,0.641,Medium,LLM,0.84,0.9
in-21b65d0610e66d01,,value empathy,Soft,N/A,0.688,Medium,LLM,0.78,0.9
